Date;JourDeLaSemaine;Heure;ZoneAnalyse;Presence30Min;Continent;Pays;CategorieVisiteurs;TypeDeJour;Volume
2017-06-03;Samedi;16:30:00;Zone FIMU;Present;Europe;Russie;Touriste Etranger;Periode evenement;60
2017-06-03;Samedi;17:00:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode evenement;102
2017-06-03;Samedi;17:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;49
2017-06-03;Samedi;17:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;35
2017-06-03;Samedi;17:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;31
2017-06-03;Samedi;17:00:00;Zone FIMU;Present;Europe;Pays-Bas;Touriste Etranger;Periode evenement;65
2017-06-03;Samedi;17:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;54
2017-06-03;Samedi;17:30:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode evenement;104
2017-06-03;Samedi;17:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;125
2017-06-03;Samedi;17:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;31
2017-06-03;Samedi;18:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode evenement;44
2017-06-03;Samedi;18:00:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode evenement;45
2017-06-03;Samedi;18:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;49
2017-06-03;Samedi;18:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;77
2017-06-03;Samedi;18:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;120
2017-06-03;Samedi;18:00:00;Zone FIMU;Present;Europe;Pays-Bas;Touriste Etranger;Periode evenement;65
2017-06-03;Samedi;18:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;53
2017-06-03;Samedi;18:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;50
2017-06-03;Samedi;18:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;97
2017-06-03;Samedi;18:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;42
2017-06-03;Samedi;18:30:00;Zone FIMU;Present;Europe;Pays-Bas;Touriste Etranger;Periode evenement;66
2017-06-03;Samedi;18:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;54
2017-06-03;Samedi;19:00:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode evenement;65
2017-06-03;Samedi;19:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;55
2017-06-03;Samedi;19:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;39
2017-06-03;Samedi;19:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;34
2017-06-03;Samedi;19:00:00;Zone FIMU;Present;Europe;Pays-Bas;Touriste Etranger;Periode evenement;72
2017-06-03;Samedi;19:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;90
2017-06-03;Samedi;19:30:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode evenement;70
2017-06-03;Samedi;19:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;144
2017-06-03;Samedi;19:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;42
2017-06-03;Samedi;19:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;42
2017-06-03;Samedi;20:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode evenement;41
2017-06-03;Samedi;20:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;95
2017-06-03;Samedi;20:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;107
2017-06-03;Samedi;20:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;146
2017-06-03;Samedi;20:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;84
2017-06-03;Samedi;20:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;147
2017-06-03;Samedi;21:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;55
2017-06-03;Samedi;21:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;136
2017-06-03;Samedi;21:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;93
2017-06-03;Samedi;21:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;142
2017-06-03;Samedi;21:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;41
2017-06-03;Samedi;21:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;190
2017-06-03;Samedi;22:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;51
2017-06-03;Samedi;22:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;74
2017-06-03;Samedi;22:00:00;Zone FIMU;Present;Europe;Italie;Touriste Etranger;Periode evenement;54
2017-06-03;Samedi;22:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;119
2017-06-03;Samedi;22:00:00;Zone FIMU;Present;Europe;Royaume-Uni;Touriste Etranger;Periode evenement;170
2017-06-03;Samedi;22:00:00;Zone FIMU;Present;Europe;Russie;Touriste Etranger;Periode evenement;73
2017-06-03;Samedi;22:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;112
2017-06-03;Samedi;22:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;46
2017-06-03;Samedi;22:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;104
2017-06-03;Samedi;22:30:00;Zone FIMU;Present;Europe;Italie;Touriste Etranger;Periode evenement;51
2017-06-03;Samedi;22:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;66
2017-06-03;Samedi;23:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;81
2017-06-03;Samedi;23:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;166
2017-06-03;Samedi;23:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;87
2017-06-03;Samedi;23:00:00;Zone FIMU;Present;Europe;Russie;Touriste Etranger;Periode evenement;36
2017-06-03;Samedi;23:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;131
2017-06-03;Samedi;23:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;110
2017-06-03;Samedi;23:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;107
2017-06-03;Samedi;23:30:00;Zone FIMU;Present;Europe;Russie;Touriste Etranger;Periode evenement;45
2017-06-03;Samedi;23:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;73
2017-06-04;Dimanche;00:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode evenement;116
2017-06-04;Dimanche;00:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;127
2017-06-04;Dimanche;00:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;90
2017-06-04;Dimanche;00:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;202
2017-06-04;Dimanche;00:30:00;Zone FIMU;Present;Europe;Pays-Bas;Touriste Etranger;Periode evenement;109
2017-06-04;Dimanche;00:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;90
2017-06-04;Dimanche;01:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;79
2017-06-04;Dimanche;02:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode evenement;75
2017-06-04;Dimanche;02:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;51
2017-06-04;Dimanche;03:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;51
2017-06-04;Dimanche;06:30:00;Zone FIMU;Present;Europe;Italie;Touriste Etranger;Periode evenement;176
2017-06-04;Dimanche;07:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;45
2017-06-04;Dimanche;07:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;54
2017-06-04;Dimanche;08:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;90
2017-06-04;Dimanche;08:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;114
2017-06-04;Dimanche;08:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;54
2017-06-04;Dimanche;09:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;82
2017-06-04;Dimanche;09:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;166
2017-06-04;Dimanche;09:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode evenement;91
2017-06-04;Dimanche;09:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;153
2017-06-04;Dimanche;10:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;52
2017-06-04;Dimanche;10:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;50
2017-06-04;Dimanche;10:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;101
2017-06-04;Dimanche;11:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;179
2017-06-04;Dimanche;11:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;48
2017-06-04;Dimanche;11:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;243
2017-06-04;Dimanche;11:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;71
2017-06-04;Dimanche;11:30:00;Zone FIMU;Present;Europe;Italie;Touriste Etranger;Periode evenement;58
2017-06-04;Dimanche;12:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;116
2017-06-04;Dimanche;12:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;30
2017-06-04;Dimanche;12:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;104
2017-06-04;Dimanche;12:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;39
2017-06-04;Dimanche;12:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;102
2017-06-04;Dimanche;13:00:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode evenement;62
2017-06-04;Dimanche;13:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;129
2017-06-04;Dimanche;13:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;121
2017-06-04;Dimanche;13:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode evenement;46
2017-06-04;Dimanche;13:00:00;Zone FIMU;Present;Europe;Pays-Bas;Touriste Etranger;Periode evenement;68
2017-06-04;Dimanche;13:30:00;Zone FIMU;Present;Amérique;États-Unis;Touriste Etranger;Periode evenement;54
2017-06-04;Dimanche;13:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;54
2017-06-04;Dimanche;13:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;77
2017-06-04;Dimanche;13:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;92
2017-06-04;Dimanche;13:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;55
2017-06-04;Dimanche;14:00:00;Zone FIMU;Present;Amérique;États-Unis;Touriste Etranger;Periode evenement;60
2017-06-04;Dimanche;14:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;124
2017-06-04;Dimanche;14:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode evenement;58
2017-06-04;Dimanche;14:00:00;Zone FIMU;Present;Europe;Italie;Touriste Etranger;Periode evenement;119
2017-06-04;Dimanche;14:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;103
2017-06-04;Dimanche;14:00:00;Zone FIMU;Present;Europe;Royaume-Uni;Touriste Etranger;Periode evenement;185
2017-06-04;Dimanche;14:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;61
2017-06-04;Dimanche;14:30:00;Zone FIMU;Present;Amérique;États-Unis;Touriste Etranger;Periode evenement;73
2017-06-04;Dimanche;14:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;125
2017-06-04;Dimanche;15:00:00;Zone FIMU;Present;Amérique;États-Unis;Touriste Etranger;Periode evenement;77
2017-06-04;Dimanche;15:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;104
2017-06-04;Dimanche;15:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;157
2017-06-04;Dimanche;15:30:00;Zone FIMU;Present;Amérique;États-Unis;Touriste Etranger;Periode evenement;77
2017-06-04;Dimanche;15:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;108
2017-06-04;Dimanche;15:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;67
2017-06-04;Dimanche;15:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;45
2017-06-04;Dimanche;15:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;157
2017-06-04;Dimanche;16:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;313
2017-06-04;Dimanche;16:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;87
2017-06-04;Dimanche;16:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;79
2017-06-04;Dimanche;16:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;131
2017-06-04;Dimanche;16:30:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode evenement;181
2017-06-04;Dimanche;16:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;60
2017-06-04;Dimanche;16:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;58
2017-06-04;Dimanche;16:30:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode evenement;115
2017-06-04;Dimanche;16:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;77
2017-06-04;Dimanche;16:30:00;Zone FIMU;Present;Europe;Russie;Touriste Etranger;Periode evenement;46
2017-06-04;Dimanche;16:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;58
2017-06-04;Dimanche;17:00:00;Zone FIMU;Present;Amérique;États-Unis;Touriste Etranger;Periode evenement;67
2017-06-04;Dimanche;17:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;203
2017-06-04;Dimanche;17:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode evenement;50
2017-06-04;Dimanche;17:00:00;Zone FIMU;Present;Europe;Italie;Touriste Etranger;Periode evenement;116
2017-06-04;Dimanche;17:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;37
2017-06-04;Dimanche;17:00:00;Zone FIMU;Present;Europe;Pays-Bas;Touriste Etranger;Periode evenement;82
2017-06-04;Dimanche;17:30:00;Zone FIMU;Present;Amérique;États-Unis;Touriste Etranger;Periode evenement;68
2017-06-04;Dimanche;17:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;180
2017-06-04;Dimanche;17:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;259
2017-06-04;Dimanche;17:30:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode evenement;56
2017-06-04;Dimanche;18:00:00;Zone FIMU;Present;Amérique;États-Unis;Touriste Etranger;Periode evenement;67
2017-06-04;Dimanche;18:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;60
2017-06-04;Dimanche;18:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;90
2017-06-04;Dimanche;18:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode evenement;51
2017-06-04;Dimanche;18:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;39
2017-06-04;Dimanche;18:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;45
2017-06-04;Dimanche;18:30:00;Zone FIMU;Present;Amérique;États-Unis;Touriste Etranger;Periode evenement;65
2017-06-04;Dimanche;18:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;117
2017-06-04;Dimanche;18:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;74
2017-06-04;Dimanche;19:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;167
2017-06-04;Dimanche;19:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode evenement;51
2017-06-04;Dimanche;19:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;91
2017-06-04;Dimanche;19:30:00;Zone FIMU;Present;Amérique;États-Unis;Touriste Etranger;Periode evenement;56
2017-06-04;Dimanche;19:30:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode evenement;104
2017-06-04;Dimanche;19:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;233
2017-06-04;Dimanche;19:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;112
2017-06-04;Dimanche;19:30:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode evenement;65
2017-06-04;Dimanche;19:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;33
2017-06-04;Dimanche;20:00:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode evenement;102
2017-06-04;Dimanche;20:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;126
2017-06-04;Dimanche;20:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode evenement;53
2017-06-04;Dimanche;20:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode evenement;46
2017-06-04;Dimanche;20:00:00;Zone FIMU;Present;Europe;Pays-Bas;Touriste Etranger;Periode evenement;68
2017-06-04;Dimanche;20:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;56
2017-06-04;Dimanche;20:30:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode evenement;101
2017-06-04;Dimanche;20:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;180
2017-06-04;Dimanche;20:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;37
2017-06-04;Dimanche;20:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;121
2017-06-04;Dimanche;21:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode evenement;25
2017-06-04;Dimanche;21:00:00;Zone FIMU;Present;Amérique;États-Unis;Touriste Etranger;Periode evenement;58
2017-06-04;Dimanche;21:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;110
2017-06-04;Dimanche;21:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;45
2017-06-04;Dimanche;21:30:00;Zone FIMU;Present;Amérique;États-Unis;Touriste Etranger;Periode evenement;59
2017-06-04;Dimanche;21:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;224
2017-06-04;Dimanche;21:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;50
2017-06-04;Dimanche;21:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;211
2017-06-04;Dimanche;22:00:00;Zone FIMU;Present;Amérique;États-Unis;Touriste Etranger;Periode evenement;63
2017-06-04;Dimanche;22:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;56
2017-06-04;Dimanche;22:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;180
2017-06-04;Dimanche;22:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;117
2017-06-04;Dimanche;22:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;212
2017-06-04;Dimanche;22:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;43
2017-06-04;Dimanche;22:30:00;Zone FIMU;Present;Europe;Italie;Touriste Etranger;Periode evenement;64
2017-06-04;Dimanche;22:30:00;Zone FIMU;Present;Europe;Pays-Bas;Touriste Etranger;Periode evenement;80
2017-06-04;Dimanche;23:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;101
2017-06-04;Dimanche;23:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;57
2017-06-04;Dimanche;23:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode evenement;56
2017-06-04;Dimanche;23:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;47
2017-06-04;Dimanche;23:00:00;Zone FIMU;Present;Europe;Pays-Bas;Touriste Etranger;Periode evenement;82
2017-06-04;Dimanche;23:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;154
2017-06-04;Dimanche;23:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;88
2017-06-04;Dimanche;23:30:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode evenement;50
2017-06-04;Dimanche;23:30:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode evenement;55
2017-06-04;Dimanche;23:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;42
2017-06-04;Dimanche;23:30:00;Zone FIMU;Present;Europe;Pays-Bas;Touriste Etranger;Periode evenement;163
2017-06-05;Lundi;00:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;213
2017-06-05;Lundi;00:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;44
2017-06-05;Lundi;00:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;47
2017-06-05;Lundi;00:00:00;Zone FIMU;Present;Europe;Pays-Bas;Touriste Etranger;Periode evenement;82
2017-06-05;Lundi;00:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;128
2017-06-05;Lundi;00:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;44
2017-06-05;Lundi;00:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;38
2017-06-05;Lundi;00:30:00;Zone FIMU;Present;Europe;Pays-Bas;Touriste Etranger;Periode evenement;82
2017-06-05;Lundi;01:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode evenement;37
2017-06-05;Lundi;06:30:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode evenement;67
2017-06-05;Lundi;07:30:00;Zone FIMU;Present;Amérique;États-Unis;Touriste Etranger;Periode evenement;66
2017-06-05;Lundi;08:30:00;Zone FIMU;Present;Amérique;États-Unis;Touriste Etranger;Periode evenement;66
2017-06-05;Lundi;08:30:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode evenement;122
2017-06-05;Lundi;09:00:00;Zone FIMU;Present;Amérique;États-Unis;Touriste Etranger;Periode evenement;66
2017-06-05;Lundi;09:30:00;Zone FIMU;Present;Amérique;États-Unis;Touriste Etranger;Periode evenement;66
2017-06-05;Lundi;10:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;54
2017-06-05;Lundi;10:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;66
2017-06-05;Lundi;10:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;24
2017-06-05;Lundi;10:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;27
2017-06-05;Lundi;11:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode evenement;36
2017-06-05;Lundi;11:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;21
2017-06-05;Lundi;11:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;24
2017-06-05;Lundi;11:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;86
2017-06-05;Lundi;11:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;54
2017-06-05;Lundi;11:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;23
2017-06-05;Lundi;11:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;100
2017-06-05;Lundi;11:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;33
2017-06-05;Lundi;12:00:00;Zone FIMU;Present;Amérique;États-Unis;Touriste Etranger;Periode evenement;41
2017-06-05;Lundi;12:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;77
2017-06-05;Lundi;12:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;27
2017-06-05;Lundi;12:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;24
2017-06-05;Lundi;12:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;41
2017-06-05;Lundi;12:30:00;Zone FIMU;Present;Amérique;États-Unis;Touriste Etranger;Periode evenement;46
2017-06-05;Lundi;12:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;23
2017-06-05;Lundi;12:30:00;Zone FIMU;Present;Europe;Italie;Touriste Etranger;Periode evenement;45
