Date;JourDeLaSemaine;ZoneAnalyse;CSP;Geolife;CategorieVisiteurs;TypeDeVisite;TypeDeJour;Volume
2017-06-13;Mardi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Excursionniste;Periode normale;151
2017-06-13;Mardi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Visiteur;Periode normale;657
2017-06-13;Mardi;Zone FIMU;CSP+;NR;Resident;Excursionniste;Periode normale;36
2017-06-13;Mardi;Zone FIMU;CSP+;NR;Resident;Visiteur;Periode normale;342
2017-06-13;Mardi;Zone FIMU;CSP+;NR;Touriste Français;Excursionniste;Periode normale;36
2017-06-13;Mardi;Zone FIMU;CSP+;NR;Touriste Français;Visiteur;Periode normale;342
2017-06-13;Mardi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Excursionniste;Periode normale;154
2017-06-13;Mardi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Visiteur;Periode normale;1419
2017-06-13;Mardi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Excursionniste;Periode normale;75
2017-06-13;Mardi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Visiteur;Periode normale;585
2017-06-13;Mardi;Zone FIMU;CSP+;rural dynamique;Resident;Excursionniste;Periode normale;34
2017-06-13;Mardi;Zone FIMU;CSP+;rural dynamique;Resident;Visiteur;Periode normale;602
2017-06-13;Mardi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Excursionniste;Periode normale;109
2017-06-13;Mardi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Visiteur;Periode normale;444
2017-06-13;Mardi;Zone FIMU;CSP+;urbain dynamique;Resident;Excursionniste;Periode normale;219
2017-06-13;Mardi;Zone FIMU;CSP+;urbain dynamique;Resident;Visiteur;Periode normale;2877
2017-06-13;Mardi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Excursionniste;Periode normale;21
2017-06-13;Mardi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Visiteur;Periode normale;89
2017-06-13;Mardi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Excursionniste;Periode normale;46
2017-06-13;Mardi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Visiteur;Periode normale;235
2017-06-13;Mardi;Zone FIMU;NR;NR;Resident;Excursionniste;Periode normale;36
2017-06-13;Mardi;Zone FIMU;NR;NR;Resident;Visiteur;Periode normale;465
2017-06-13;Mardi;Zone FIMU;NR;NR;Touriste Français;Excursionniste;Periode normale;55
2017-06-13;Mardi;Zone FIMU;NR;NR;Touriste Français;Visiteur;Periode normale;439
2017-06-13;Mardi;Zone FIMU;Populaire;NR;Resident;Excursionniste;Periode normale;36
2017-06-13;Mardi;Zone FIMU;Populaire;NR;Resident;Visiteur;Periode normale;342
2017-06-13;Mardi;Zone FIMU;Populaire;NR;Touriste Français;Excursionniste;Periode normale;36
2017-06-13;Mardi;Zone FIMU;Populaire;NR;Touriste Français;Visiteur;Periode normale;342
2017-06-13;Mardi;Zone FIMU;Populaire;populaire;Resident;Excursionniste;Periode normale;193
2017-06-13;Mardi;Zone FIMU;Populaire;populaire;Resident;Visiteur;Periode normale;1752
2017-06-13;Mardi;Zone FIMU;Populaire;populaire;Touriste Français;Excursionniste;Periode normale;27
2017-06-13;Mardi;Zone FIMU;Populaire;populaire;Touriste Français;Visiteur;Periode normale;524
2017-06-13;Mardi;Zone FIMU;Populaire;rural ouvrier;Resident;Visiteur;Periode normale;279
2017-06-13;Mardi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Excursionniste;Periode normale;252
2017-06-13;Mardi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Visiteur;Periode normale;1024
2017-06-13;Mardi;Zone FIMU;Populaire;rural traditionnel;Resident;Excursionniste;Periode normale;30
2017-06-13;Mardi;Zone FIMU;Populaire;rural traditionnel;Resident;Visiteur;Periode normale;590
2017-06-13;Mardi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Excursionniste;Periode normale;36
2017-06-13;Mardi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Visiteur;Periode normale;229
2017-06-13;Mardi;Zone FIMU;Populaire;urbain defavorise;Resident;Excursionniste;Periode normale;113
2017-06-13;Mardi;Zone FIMU;Populaire;urbain defavorise;Resident;Visiteur;Periode normale;1407
2017-06-13;Mardi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Excursionniste;Periode normale;31
2017-06-13;Mardi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Visiteur;Periode normale;122
2017-06-14;Mercredi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Excursionniste;Periode normale;184
2017-06-14;Mercredi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Visiteur;Periode normale;1912
2017-06-14;Mercredi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Excursionniste;Periode normale;114
2017-06-14;Mercredi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Visiteur;Periode normale;680
2017-06-14;Mercredi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Visiteur;Periode normale;#
2017-06-14;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Excursionniste;Periode normale;439
2017-06-14;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Visiteur;Periode normale;3997
2017-06-14;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Excursionniste;Periode normale;44
2017-06-14;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Visiteur;Periode normale;430
2017-06-14;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Excursionniste;Periode normale;153
2017-06-14;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Visiteur;Periode normale;1443
2017-06-14;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Excursionniste;Periode normale;114
2017-06-14;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Visiteur;Periode normale;741
2017-06-14;Mercredi;Zone FIMU;CSP+;rural dynamique;Resident;Excursionniste;Periode normale;61
2017-06-14;Mercredi;Zone FIMU;CSP+;rural dynamique;Resident;Visiteur;Periode normale;561
2017-06-14;Mercredi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Excursionniste;Periode normale;96
2017-06-14;Mercredi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Visiteur;Periode normale;327
2017-06-14;Mercredi;Zone FIMU;CSP+;urbain dynamique;Resident;Excursionniste;Periode normale;336
2017-06-14;Mercredi;Zone FIMU;CSP+;urbain dynamique;Resident;Visiteur;Periode normale;2953
2017-06-14;Mercredi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Visiteur;Periode normale;67
2017-06-14;Mercredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Excursionniste;Periode normale;39
2017-06-14;Mercredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Visiteur;Periode normale;175
2017-06-14;Mercredi;Zone FIMU;NR;NR;Resident;Visiteur;Periode normale;116
2017-06-14;Mercredi;Zone FIMU;NR;NR;Touriste Français;Excursionniste;Periode normale;333
2017-06-14;Mercredi;Zone FIMU;NR;NR;Touriste Français;Visiteur;Periode normale;2731
2017-06-14;Mercredi;Zone FIMU;Populaire;populaire;Resident;Excursionniste;Periode normale;300
2017-06-14;Mercredi;Zone FIMU;Populaire;populaire;Resident;Visiteur;Periode normale;1932
2017-06-14;Mercredi;Zone FIMU;Populaire;populaire;Touriste Français;Excursionniste;Periode normale;21
2017-06-14;Mercredi;Zone FIMU;Populaire;populaire;Touriste Français;Visiteur;Periode normale;379
2017-06-14;Mercredi;Zone FIMU;Populaire;rural ouvrier;Resident;Visiteur;Periode normale;313
2017-06-14;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Excursionniste;Periode normale;243
2017-06-14;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Visiteur;Periode normale;926
2017-06-14;Mercredi;Zone FIMU;Populaire;rural traditionnel;Resident;Excursionniste;Periode normale;32
2017-06-14;Mercredi;Zone FIMU;Populaire;rural traditionnel;Resident;Visiteur;Periode normale;596
2017-06-14;Mercredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Excursionniste;Periode normale;53
2017-06-14;Mercredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Visiteur;Periode normale;268
2017-06-14;Mercredi;Zone FIMU;Populaire;urbain defavorise;Resident;Excursionniste;Periode normale;173
2017-06-14;Mercredi;Zone FIMU;Populaire;urbain defavorise;Resident;Visiteur;Periode normale;1425
2017-06-14;Mercredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Visiteur;Periode normale;137
2017-06-15;Jeudi;Zone FIMU;CSP en croissance;NR;Resident;Excursionniste;Periode normale;40
2017-06-15;Jeudi;Zone FIMU;CSP en croissance;NR;Touriste Français;Excursionniste;Periode normale;40
2017-06-15;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Excursionniste;Periode normale;177
2017-06-15;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Visiteur;Periode normale;1764
2017-06-15;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Excursionniste;Periode normale;119
2017-06-15;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Visiteur;Periode normale;710
2017-06-15;Jeudi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Visiteur;Periode normale;54
2017-06-15;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Excursionniste;Periode normale;328
2017-06-15;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Visiteur;Periode normale;3875
2017-06-15;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Excursionniste;Periode normale;#
2017-06-15;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Visiteur;Periode normale;359
2017-06-15;Jeudi;Zone FIMU;CSP+;NR;Resident;Excursionniste;Periode normale;40
2017-06-15;Jeudi;Zone FIMU;CSP+;NR;Touriste Français;Excursionniste;Periode normale;40
2017-06-15;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Excursionniste;Periode normale;148
2017-06-15;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Visiteur;Periode normale;1391
2017-06-15;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Excursionniste;Periode normale;#
2017-06-15;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Visiteur;Periode normale;553
2017-06-15;Jeudi;Zone FIMU;CSP+;rural dynamique;Resident;Excursionniste;Periode normale;33
2017-06-15;Jeudi;Zone FIMU;CSP+;rural dynamique;Resident;Visiteur;Periode normale;488
2017-06-15;Jeudi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Excursionniste;Periode normale;72
2017-06-15;Jeudi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Visiteur;Periode normale;416
2017-06-15;Jeudi;Zone FIMU;CSP+;urbain dynamique;Resident;Excursionniste;Periode normale;363
2017-06-15;Jeudi;Zone FIMU;CSP+;urbain dynamique;Resident;Visiteur;Periode normale;3036
2017-06-15;Jeudi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Visiteur;Periode normale;67
2017-06-15;Jeudi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Excursionniste;Periode normale;29
2017-06-15;Jeudi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Visiteur;Periode normale;107
2017-06-15;Jeudi;Zone FIMU;NR;NR;Resident;Excursionniste;Periode normale;40
2017-06-15;Jeudi;Zone FIMU;NR;NR;Resident;Visiteur;Periode normale;138
2017-06-15;Jeudi;Zone FIMU;NR;NR;Touriste Français;Excursionniste;Periode normale;40
2017-06-15;Jeudi;Zone FIMU;NR;NR;Touriste Français;Visiteur;Periode normale;2693
2017-06-15;Jeudi;Zone FIMU;Populaire;NR;Resident;Excursionniste;Periode normale;40
2017-06-15;Jeudi;Zone FIMU;Populaire;NR;Touriste Français;Excursionniste;Periode normale;40
2017-06-15;Jeudi;Zone FIMU;Populaire;populaire;Resident;Excursionniste;Periode normale;299
2017-06-15;Jeudi;Zone FIMU;Populaire;populaire;Resident;Visiteur;Periode normale;1811
2017-06-15;Jeudi;Zone FIMU;Populaire;populaire;Touriste Français;Excursionniste;Periode normale;30
2017-06-15;Jeudi;Zone FIMU;Populaire;populaire;Touriste Français;Visiteur;Periode normale;349
2017-06-15;Jeudi;Zone FIMU;Populaire;rural ouvrier;Resident;Excursionniste;Periode normale;#
2017-06-15;Jeudi;Zone FIMU;Populaire;rural ouvrier;Resident;Visiteur;Periode normale;248
2017-06-15;Jeudi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Excursionniste;Periode normale;213
2017-06-15;Jeudi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Visiteur;Periode normale;860
2017-06-15;Jeudi;Zone FIMU;Populaire;rural traditionnel;Resident;Excursionniste;Periode normale;68
2017-06-15;Jeudi;Zone FIMU;Populaire;rural traditionnel;Resident;Visiteur;Periode normale;753
2017-06-15;Jeudi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Excursionniste;Periode normale;113
2017-06-15;Jeudi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Visiteur;Periode normale;291
2017-06-15;Jeudi;Zone FIMU;Populaire;urbain defavorise;Resident;Excursionniste;Periode normale;130
2017-06-15;Jeudi;Zone FIMU;Populaire;urbain defavorise;Resident;Visiteur;Periode normale;1362
2017-06-15;Jeudi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Visiteur;Periode normale;90
2017-06-16;Vendredi;Zone FIMU;CSP en croissance;NR;Resident;Excursionniste;Periode normale;41
2017-06-16;Vendredi;Zone FIMU;CSP en croissance;NR;Resident;Visiteur;Periode normale;361
2017-06-16;Vendredi;Zone FIMU;CSP en croissance;NR;Touriste Français;Excursionniste;Periode normale;41
2017-06-16;Vendredi;Zone FIMU;CSP en croissance;NR;Touriste Français;Visiteur;Periode normale;361
2017-06-16;Vendredi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Excursionniste;Periode normale;221
2017-06-16;Vendredi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Visiteur;Periode normale;1838
2017-06-16;Vendredi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Excursionniste;Periode normale;107
2017-06-16;Vendredi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Visiteur;Periode normale;707
2017-06-16;Vendredi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Visiteur;Periode normale;55
2017-06-16;Vendredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Excursionniste;Periode normale;404
2017-06-16;Vendredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Visiteur;Periode normale;3859
2017-06-16;Vendredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Excursionniste;Periode normale;33
2017-06-16;Vendredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Visiteur;Periode normale;458
2017-06-16;Vendredi;Zone FIMU;CSP+;NR;Resident;Excursionniste;Periode normale;41
2017-06-16;Vendredi;Zone FIMU;CSP+;NR;Resident;Visiteur;Periode normale;361
2017-06-16;Vendredi;Zone FIMU;CSP+;NR;Touriste Français;Excursionniste;Periode normale;41
2017-06-16;Vendredi;Zone FIMU;CSP+;NR;Touriste Français;Visiteur;Periode normale;361
2017-06-16;Vendredi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Excursionniste;Periode normale;152
2017-06-16;Vendredi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Visiteur;Periode normale;1644
2017-06-16;Vendredi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Excursionniste;Periode normale;160
2017-06-16;Vendredi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Visiteur;Periode normale;714
2017-06-16;Vendredi;Zone FIMU;CSP+;rural dynamique;Resident;Excursionniste;Periode normale;33
2017-06-16;Vendredi;Zone FIMU;CSP+;rural dynamique;Resident;Visiteur;Periode normale;557
2017-06-16;Vendredi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Excursionniste;Periode normale;63
2017-06-16;Vendredi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Visiteur;Periode normale;383
2017-06-16;Vendredi;Zone FIMU;CSP+;urbain dynamique;Resident;Excursionniste;Periode normale;362
2017-06-16;Vendredi;Zone FIMU;CSP+;urbain dynamique;Resident;Visiteur;Periode normale;3197
2017-06-16;Vendredi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Visiteur;Periode normale;111
2017-06-16;Vendredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Excursionniste;Periode normale;66
2017-06-16;Vendredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Visiteur;Periode normale;256
2017-06-16;Vendredi;Zone FIMU;NR;NR;Resident;Excursionniste;Periode normale;41
2017-06-16;Vendredi;Zone FIMU;NR;NR;Resident;Visiteur;Periode normale;525
2017-06-16;Vendredi;Zone FIMU;NR;NR;Touriste Français;Excursionniste;Periode normale;41
2017-06-16;Vendredi;Zone FIMU;NR;NR;Touriste Français;Visiteur;Periode normale;432
2017-06-16;Vendredi;Zone FIMU;Populaire;NR;Resident;Excursionniste;Periode normale;41
2017-06-16;Vendredi;Zone FIMU;Populaire;NR;Resident;Visiteur;Periode normale;361
2017-06-16;Vendredi;Zone FIMU;Populaire;NR;Touriste Français;Excursionniste;Periode normale;41
2017-06-16;Vendredi;Zone FIMU;Populaire;NR;Touriste Français;Visiteur;Periode normale;361
2017-06-16;Vendredi;Zone FIMU;Populaire;populaire;Resident;Excursionniste;Periode normale;232
2017-06-16;Vendredi;Zone FIMU;Populaire;populaire;Resident;Visiteur;Periode normale;2045
2017-06-16;Vendredi;Zone FIMU;Populaire;populaire;Touriste Français;Visiteur;Periode normale;363
2017-06-16;Vendredi;Zone FIMU;Populaire;rural ouvrier;Resident;Excursionniste;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Populaire;rural ouvrier;Resident;Visiteur;Periode normale;288
2017-06-16;Vendredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Excursionniste;Periode normale;135
2017-06-16;Vendredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Visiteur;Periode normale;1039
2017-06-16;Vendredi;Zone FIMU;Populaire;rural traditionnel;Resident;Excursionniste;Periode normale;85
2017-06-16;Vendredi;Zone FIMU;Populaire;rural traditionnel;Resident;Visiteur;Periode normale;617
2017-06-16;Vendredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Excursionniste;Periode normale;149
2017-06-16;Vendredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Visiteur;Periode normale;244
2017-06-16;Vendredi;Zone FIMU;Populaire;urbain defavorise;Resident;Excursionniste;Periode normale;147
2017-06-16;Vendredi;Zone FIMU;Populaire;urbain defavorise;Resident;Visiteur;Periode normale;1541
2017-06-16;Vendredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Excursionniste;Periode normale;54
2017-06-16;Vendredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Visiteur;Periode normale;213
2017-06-17;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Excursionniste;Periode normale;122
2017-06-17;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Visiteur;Periode normale;1586
2017-06-17;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Excursionniste;Periode normale;32
2017-06-17;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Visiteur;Periode normale;460
2017-06-17;Samedi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Excursionniste;Periode normale;#
2017-06-17;Samedi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Visiteur;Periode normale;22
2017-06-17;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Excursionniste;Periode normale;303
2017-06-17;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Visiteur;Periode normale;3185
2017-06-17;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Excursionniste;Periode normale;37
2017-06-17;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Visiteur;Periode normale;401
2017-06-17;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Excursionniste;Periode normale;103
2017-06-17;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Visiteur;Periode normale;800
2017-06-17;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Excursionniste;Periode normale;85
2017-06-17;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Visiteur;Periode normale;716
2017-06-17;Samedi;Zone FIMU;CSP+;rural dynamique;Resident;Visiteur;Periode normale;242
2017-06-17;Samedi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Excursionniste;Periode normale;#
2017-06-17;Samedi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Visiteur;Periode normale;299
2017-06-17;Samedi;Zone FIMU;CSP+;urbain dynamique;Resident;Excursionniste;Periode normale;252
2017-06-17;Samedi;Zone FIMU;CSP+;urbain dynamique;Resident;Visiteur;Periode normale;2902
2017-06-17;Samedi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Excursionniste;Periode normale;32
2017-06-17;Samedi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Visiteur;Periode normale;135
2017-06-17;Samedi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Excursionniste;Periode normale;55
2017-06-17;Samedi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Visiteur;Periode normale;239
2017-06-17;Samedi;Zone FIMU;NR;NR;Resident;Visiteur;Periode normale;143
2017-06-17;Samedi;Zone FIMU;NR;NR;Touriste Français;Excursionniste;Periode normale;79
2017-06-17;Samedi;Zone FIMU;NR;NR;Touriste Français;Visiteur;Periode normale;1888
2017-06-17;Samedi;Zone FIMU;Populaire;populaire;Resident;Excursionniste;Periode normale;296
2017-06-17;Samedi;Zone FIMU;Populaire;populaire;Resident;Visiteur;Periode normale;1831
2017-06-17;Samedi;Zone FIMU;Populaire;populaire;Touriste Français;Excursionniste;Periode normale;27
2017-06-17;Samedi;Zone FIMU;Populaire;populaire;Touriste Français;Visiteur;Periode normale;491
2017-06-17;Samedi;Zone FIMU;Populaire;rural ouvrier;Resident;Excursionniste;Periode normale;#
2017-06-17;Samedi;Zone FIMU;Populaire;rural ouvrier;Resident;Visiteur;Periode normale;172
2017-06-17;Samedi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Excursionniste;Periode normale;126
2017-06-17;Samedi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Visiteur;Periode normale;792
2017-06-17;Samedi;Zone FIMU;Populaire;rural traditionnel;Resident;Excursionniste;Periode normale;32
2017-06-17;Samedi;Zone FIMU;Populaire;rural traditionnel;Resident;Visiteur;Periode normale;351
2017-06-17;Samedi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Excursionniste;Periode normale;121
2017-06-17;Samedi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Visiteur;Periode normale;300
2017-06-17;Samedi;Zone FIMU;Populaire;urbain defavorise;Resident;Excursionniste;Periode normale;113
2017-06-17;Samedi;Zone FIMU;Populaire;urbain defavorise;Resident;Visiteur;Periode normale;1124
2017-06-17;Samedi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Visiteur;Periode normale;115
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;NR;Resident;Excursionniste;Periode normale;#
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;NR;Resident;Visiteur;Periode normale;162
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;NR;Touriste Français;Excursionniste;Periode normale;#
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;NR;Touriste Français;Visiteur;Periode normale;162
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Excursionniste;Periode normale;56
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Visiteur;Periode normale;776
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Excursionniste;Periode normale;22
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Visiteur;Periode normale;330
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Visiteur;Periode normale;#
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Excursionniste;Periode normale;198
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Visiteur;Periode normale;2903
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Excursionniste;Periode normale;48
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Visiteur;Periode normale;292
2017-06-18;Dimanche;Zone FIMU;CSP+;NR;Resident;Excursionniste;Periode normale;#
2017-06-18;Dimanche;Zone FIMU;CSP+;NR;Resident;Visiteur;Periode normale;162
2017-06-18;Dimanche;Zone FIMU;CSP+;NR;Touriste Français;Excursionniste;Periode normale;#
2017-06-18;Dimanche;Zone FIMU;CSP+;NR;Touriste Français;Visiteur;Periode normale;162
2017-06-18;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Visiteur;Periode normale;222
2017-06-18;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Excursionniste;Periode normale;43
2017-06-18;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Visiteur;Periode normale;348
2017-06-18;Dimanche;Zone FIMU;CSP+;rural dynamique;Resident;Visiteur;Periode normale;94
2017-06-18;Dimanche;Zone FIMU;CSP+;rural dynamique;Touriste Français;Excursionniste;Periode normale;24
2017-06-18;Dimanche;Zone FIMU;CSP+;rural dynamique;Touriste Français;Visiteur;Periode normale;152
2017-06-18;Dimanche;Zone FIMU;CSP+;urbain dynamique;Resident;Excursionniste;Periode normale;250
2017-06-18;Dimanche;Zone FIMU;CSP+;urbain dynamique;Resident;Visiteur;Periode normale;2832
2017-06-18;Dimanche;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Visiteur;Periode normale;68
2017-06-18;Dimanche;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Excursionniste;Periode normale;#
2017-06-18;Dimanche;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Visiteur;Periode normale;181
2017-06-18;Dimanche;Zone FIMU;NR;NR;Resident;Excursionniste;Periode normale;#
2017-06-18;Dimanche;Zone FIMU;NR;NR;Resident;Visiteur;Periode normale;308
2017-06-18;Dimanche;Zone FIMU;NR;NR;Touriste Français;Excursionniste;Periode normale;#
2017-06-18;Dimanche;Zone FIMU;NR;NR;Touriste Français;Visiteur;Periode normale;222
2017-06-18;Dimanche;Zone FIMU;Populaire;NR;Resident;Excursionniste;Periode normale;#
2017-06-18;Dimanche;Zone FIMU;Populaire;NR;Resident;Visiteur;Periode normale;162
2017-06-18;Dimanche;Zone FIMU;Populaire;NR;Touriste Français;Excursionniste;Periode normale;#
2017-06-18;Dimanche;Zone FIMU;Populaire;NR;Touriste Français;Visiteur;Periode normale;162
2017-06-18;Dimanche;Zone FIMU;Populaire;populaire;Resident;Excursionniste;Periode normale;106
