Date;JourDeLaSemaine;ZoneAnalyse;DureeVisite;CategorieVisiteurs;TypeDeJour;Volume
2017-06-02;Vendredi;Zone FIMU;Duree2h;Touriste Français;Periode evenement;1640
2017-06-02;Vendredi;Zone FIMU;Duree3h;Resident;Periode evenement;4485
2017-06-02;Vendredi;Zone FIMU;Duree3h;Touriste Etranger;Periode evenement;322
2017-06-02;Vendredi;Zone FIMU;Duree3h;Touriste Français;Periode evenement;1643
2017-06-02;Vendredi;Zone FIMU;Duree4h;Resident;Periode evenement;1716
2017-06-02;Vendredi;Zone FIMU;Duree4h;Touriste Etranger;Periode evenement;123
2017-06-02;Vendredi;Zone FIMU;Duree4h;Touriste Français;Periode evenement;640
2017-06-02;Vendredi;Zone FIMU;Duree5h;Resident;Periode evenement;1237
2017-06-02;Vendredi;Zone FIMU;Duree5h;Touriste Etranger;Periode evenement;112
2017-06-02;Vendredi;Zone FIMU;Duree5h;Touriste Français;Periode evenement;542
2017-06-02;Vendredi;Zone FIMU;Duree6h;Resident;Periode evenement;951
2017-06-02;Vendredi;Zone FIMU;Duree6h;Touriste Etranger;Periode evenement;65
2017-06-02;Vendredi;Zone FIMU;Duree6h;Touriste Français;Periode evenement;348
2017-06-02;Vendredi;Zone FIMU;Duree7h;Resident;Periode evenement;1608
2017-06-02;Vendredi;Zone FIMU;Duree7h;Touriste Etranger;Periode evenement;100
2017-06-02;Vendredi;Zone FIMU;Duree7h;Touriste Français;Periode evenement;499
2017-06-02;Vendredi;Zone FIMU;Duree8h;Resident;Periode evenement;902
2017-06-02;Vendredi;Zone FIMU;Duree8h;Touriste Etranger;Periode evenement;72
2017-06-02;Vendredi;Zone FIMU;Duree8h;Touriste Français;Periode evenement;300
2017-06-02;Vendredi;Zone FIMU;Duree9h;Resident;Periode evenement;732
2017-06-02;Vendredi;Zone FIMU;Duree9h;Touriste Etranger;Periode evenement;49
2017-06-02;Vendredi;Zone FIMU;Duree9h;Touriste Français;Periode evenement;200
2017-06-03;Samedi;Zone FIMU;Duree10h;Resident;Periode evenement;276
2017-06-03;Samedi;Zone FIMU;Duree10h;Touriste Etranger;Periode evenement;46
2017-06-03;Samedi;Zone FIMU;Duree10h;Touriste Français;Periode evenement;252
2017-06-03;Samedi;Zone FIMU;Duree10h-18h;Resident;Periode evenement;3469
2017-06-03;Samedi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode evenement;63
2017-06-03;Samedi;Zone FIMU;Duree10h-18h;Touriste Français;Periode evenement;1497
2017-06-03;Samedi;Zone FIMU;Duree2h;Resident;Periode evenement;2127
2017-06-03;Samedi;Zone FIMU;Duree2h;Touriste Etranger;Periode evenement;50
2017-06-03;Samedi;Zone FIMU;Duree2h;Touriste Français;Periode evenement;1470
2017-06-03;Samedi;Zone FIMU;Duree3h;Resident;Periode evenement;3269
2017-06-03;Samedi;Zone FIMU;Duree3h;Touriste Etranger;Periode evenement;190
2017-06-03;Samedi;Zone FIMU;Duree3h;Touriste Français;Periode evenement;2524
2017-06-03;Samedi;Zone FIMU;Duree4h;Resident;Periode evenement;1893
2017-06-03;Samedi;Zone FIMU;Duree4h;Touriste Etranger;Periode evenement;77
2017-06-03;Samedi;Zone FIMU;Duree4h;Touriste Français;Periode evenement;1260
2017-06-03;Samedi;Zone FIMU;Duree5h;Resident;Periode evenement;1192
2017-06-03;Samedi;Zone FIMU;Duree5h;Touriste Etranger;Periode evenement;70
2017-06-03;Samedi;Zone FIMU;Duree5h;Touriste Français;Periode evenement;888
2017-06-03;Samedi;Zone FIMU;Duree6h;Resident;Periode evenement;922
2017-06-03;Samedi;Zone FIMU;Duree6h;Touriste Etranger;Periode evenement;30
2017-06-03;Samedi;Zone FIMU;Duree6h;Touriste Français;Periode evenement;697
2017-06-03;Samedi;Zone FIMU;Duree7h;Resident;Periode evenement;1174
2017-06-03;Samedi;Zone FIMU;Duree7h;Touriste Etranger;Periode evenement;40
2017-06-03;Samedi;Zone FIMU;Duree7h;Touriste Français;Periode evenement;1175
2017-06-03;Samedi;Zone FIMU;Duree8h;Resident;Periode evenement;709
2017-06-03;Samedi;Zone FIMU;Duree8h;Touriste Etranger;Periode evenement;25
2017-06-03;Samedi;Zone FIMU;Duree8h;Touriste Français;Periode evenement;472
2017-06-03;Samedi;Zone FIMU;Duree9h;Resident;Periode evenement;435
2017-06-03;Samedi;Zone FIMU;Duree9h;Touriste Etranger;Periode evenement;25
2017-06-03;Samedi;Zone FIMU;Duree9h;Touriste Français;Periode evenement;301
2017-06-04;Dimanche;Zone FIMU;Duree10h;Resident;Periode evenement;298
2017-06-04;Dimanche;Zone FIMU;Duree10h;Touriste Etranger;Periode evenement;41
2017-06-04;Dimanche;Zone FIMU;Duree10h;Touriste Français;Periode evenement;347
2017-06-04;Dimanche;Zone FIMU;Duree10h-18h;Resident;Periode evenement;3344
2017-06-04;Dimanche;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode evenement;116
2017-06-04;Dimanche;Zone FIMU;Duree10h-18h;Touriste Français;Periode evenement;1815
2017-06-04;Dimanche;Zone FIMU;Duree2h;Resident;Periode evenement;2238
2017-06-04;Dimanche;Zone FIMU;Duree2h;Touriste Etranger;Periode evenement;102
2017-06-04;Dimanche;Zone FIMU;Duree2h;Touriste Français;Periode evenement;2998
2017-06-04;Dimanche;Zone FIMU;Duree3h;Resident;Periode evenement;4437
2017-06-04;Dimanche;Zone FIMU;Duree3h;Touriste Etranger;Periode evenement;193
2017-06-04;Dimanche;Zone FIMU;Duree3h;Touriste Français;Periode evenement;4000
2017-06-04;Dimanche;Zone FIMU;Duree4h;Resident;Periode evenement;2462
2017-06-04;Dimanche;Zone FIMU;Duree4h;Touriste Etranger;Periode evenement;72
2017-06-04;Dimanche;Zone FIMU;Duree4h;Touriste Français;Periode evenement;2268
2017-06-04;Dimanche;Zone FIMU;Duree5h;Resident;Periode evenement;1894
2017-06-04;Dimanche;Zone FIMU;Duree5h;Touriste Etranger;Periode evenement;76
2017-06-04;Dimanche;Zone FIMU;Duree5h;Touriste Français;Periode evenement;1674
2017-06-04;Dimanche;Zone FIMU;Duree6h;Resident;Periode evenement;1577
2017-06-04;Dimanche;Zone FIMU;Duree6h;Touriste Etranger;Periode evenement;#
2017-06-04;Dimanche;Zone FIMU;Duree6h;Touriste Français;Periode evenement;1462
2017-06-04;Dimanche;Zone FIMU;Duree7h;Resident;Periode evenement;1693
2017-06-04;Dimanche;Zone FIMU;Duree7h;Touriste Etranger;Periode evenement;68
2017-06-04;Dimanche;Zone FIMU;Duree7h;Touriste Français;Periode evenement;1863
2017-06-04;Dimanche;Zone FIMU;Duree8h;Resident;Periode evenement;1175
2017-06-04;Dimanche;Zone FIMU;Duree8h;Touriste Etranger;Periode evenement;33
2017-06-04;Dimanche;Zone FIMU;Duree8h;Touriste Français;Periode evenement;607
2017-06-04;Dimanche;Zone FIMU;Duree9h;Resident;Periode evenement;610
2017-06-04;Dimanche;Zone FIMU;Duree9h;Touriste Etranger;Periode evenement;45
2017-06-04;Dimanche;Zone FIMU;Duree9h;Touriste Français;Periode evenement;544
2017-06-05;Lundi;Zone FIMU;Duree10h;Resident;Periode evenement;435
2017-06-05;Lundi;Zone FIMU;Duree10h;Touriste Etranger;Periode evenement;#
2017-06-05;Lundi;Zone FIMU;Duree10h;Touriste Français;Periode evenement;137
2017-06-05;Lundi;Zone FIMU;Duree10h-18h;Resident;Periode evenement;3280
2017-06-05;Lundi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode evenement;54
2017-06-05;Lundi;Zone FIMU;Duree10h-18h;Touriste Français;Periode evenement;1085
2017-06-05;Lundi;Zone FIMU;Duree2h;Resident;Periode evenement;1737
2017-06-05;Lundi;Zone FIMU;Duree2h;Touriste Etranger;Periode evenement;52
2017-06-05;Lundi;Zone FIMU;Duree2h;Touriste Français;Periode evenement;1687
2017-06-05;Lundi;Zone FIMU;Duree3h;Resident;Periode evenement;3343
2017-06-05;Lundi;Zone FIMU;Duree3h;Touriste Etranger;Periode evenement;132
2017-06-05;Lundi;Zone FIMU;Duree3h;Touriste Français;Periode evenement;2555
2017-06-05;Lundi;Zone FIMU;Duree4h;Resident;Periode evenement;1719
2017-06-05;Lundi;Zone FIMU;Duree4h;Touriste Etranger;Periode evenement;45
2017-06-05;Lundi;Zone FIMU;Duree4h;Touriste Français;Periode evenement;1157
2017-06-05;Lundi;Zone FIMU;Duree5h;Resident;Periode evenement;1051
2017-06-05;Lundi;Zone FIMU;Duree5h;Touriste Etranger;Periode evenement;29
2017-06-05;Lundi;Zone FIMU;Duree5h;Touriste Français;Periode evenement;921
2017-06-05;Lundi;Zone FIMU;Duree6h;Resident;Periode evenement;1057
2017-06-05;Lundi;Zone FIMU;Duree6h;Touriste Etranger;Periode evenement;21
2017-06-05;Lundi;Zone FIMU;Duree6h;Touriste Français;Periode evenement;660
2017-06-05;Lundi;Zone FIMU;Duree7h;Resident;Periode evenement;1400
2017-06-05;Lundi;Zone FIMU;Duree7h;Touriste Etranger;Periode evenement;73
2017-06-05;Lundi;Zone FIMU;Duree7h;Touriste Français;Periode evenement;838
2017-06-05;Lundi;Zone FIMU;Duree8h;Resident;Periode evenement;577
2017-06-05;Lundi;Zone FIMU;Duree8h;Touriste Etranger;Periode evenement;48
2017-06-05;Lundi;Zone FIMU;Duree8h;Touriste Français;Periode evenement;267
2017-06-05;Lundi;Zone FIMU;Duree9h;Resident;Periode evenement;577
2017-06-05;Lundi;Zone FIMU;Duree9h;Touriste Etranger;Periode evenement;#
2017-06-05;Lundi;Zone FIMU;Duree9h;Touriste Français;Periode evenement;199
2017-06-06;Mardi;Zone FIMU;Duree10h;Resident;Periode normale;564
2017-06-06;Mardi;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;#
2017-06-06;Mardi;Zone FIMU;Duree10h;Touriste Français;Periode normale;235
2017-06-06;Mardi;Zone FIMU;Duree10h-18h;Resident;Periode normale;2848
2017-06-06;Mardi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;40
2017-06-06;Mardi;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;936
2017-06-06;Mardi;Zone FIMU;Duree2h;Resident;Periode normale;2486
2017-06-06;Mardi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;38
2017-06-06;Mardi;Zone FIMU;Duree2h;Touriste Français;Periode normale;1023
2017-06-06;Mardi;Zone FIMU;Duree3h;Resident;Periode normale;3060
2017-06-06;Mardi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;71
2017-06-06;Mardi;Zone FIMU;Duree3h;Touriste Français;Periode normale;1776
2017-06-06;Mardi;Zone FIMU;Duree4h;Resident;Periode normale;1458
2017-06-06;Mardi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;#
2017-06-06;Mardi;Zone FIMU;Duree4h;Touriste Français;Periode normale;650
2017-06-06;Mardi;Zone FIMU;Duree5h;Resident;Periode normale;1078
2017-06-06;Mardi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;104
2017-06-06;Mardi;Zone FIMU;Duree5h;Touriste Français;Periode normale;410
2017-06-06;Mardi;Zone FIMU;Duree6h;Resident;Periode normale;1015
2017-06-06;Mardi;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;87
2017-06-06;Mardi;Zone FIMU;Duree6h;Touriste Français;Periode normale;327
2017-06-06;Mardi;Zone FIMU;Duree7h;Resident;Periode normale;1187
2017-06-06;Mardi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;#
2017-06-06;Mardi;Zone FIMU;Duree7h;Touriste Français;Periode normale;566
2017-06-06;Mardi;Zone FIMU;Duree8h;Resident;Periode normale;1044
2017-06-06;Mardi;Zone FIMU;Duree8h;Touriste Français;Periode normale;504
2017-06-06;Mardi;Zone FIMU;Duree9h;Resident;Periode normale;666
2017-06-06;Mardi;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;#
2017-06-06;Mardi;Zone FIMU;Duree9h;Touriste Français;Periode normale;229
2017-06-07;Mercredi;Zone FIMU;Duree10h;Resident;Periode normale;414
2017-06-07;Mercredi;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;29
2017-06-07;Mercredi;Zone FIMU;Duree10h;Touriste Français;Periode normale;147
2017-06-07;Mercredi;Zone FIMU;Duree10h-18h;Resident;Periode normale;3145
2017-06-07;Mercredi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;191
2017-06-07;Mercredi;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;560
2017-06-07;Mercredi;Zone FIMU;Duree2h;Resident;Periode normale;2532
2017-06-07;Mercredi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;194
2017-06-07;Mercredi;Zone FIMU;Duree2h;Touriste Français;Periode normale;1059
2017-06-07;Mercredi;Zone FIMU;Duree3h;Resident;Periode normale;3397
2017-06-07;Mercredi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;266
2017-06-07;Mercredi;Zone FIMU;Duree3h;Touriste Français;Periode normale;1264
2017-06-07;Mercredi;Zone FIMU;Duree4h;Resident;Periode normale;1483
2017-06-07;Mercredi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;64
2017-06-07;Mercredi;Zone FIMU;Duree4h;Touriste Français;Periode normale;377
2017-06-07;Mercredi;Zone FIMU;Duree5h;Resident;Periode normale;1145
2017-06-07;Mercredi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;64
2017-06-07;Mercredi;Zone FIMU;Duree5h;Touriste Français;Periode normale;407
2017-06-07;Mercredi;Zone FIMU;Duree6h;Resident;Periode normale;1099
2017-06-07;Mercredi;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;83
2017-06-07;Mercredi;Zone FIMU;Duree6h;Touriste Français;Periode normale;404
2017-06-07;Mercredi;Zone FIMU;Duree7h;Resident;Periode normale;1399
2017-06-07;Mercredi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;125
2017-06-07;Mercredi;Zone FIMU;Duree7h;Touriste Français;Periode normale;337
2017-06-07;Mercredi;Zone FIMU;Duree8h;Resident;Periode normale;783
2017-06-07;Mercredi;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;53
2017-06-07;Mercredi;Zone FIMU;Duree8h;Touriste Français;Periode normale;273
2017-06-07;Mercredi;Zone FIMU;Duree9h;Resident;Periode normale;706
2017-06-07;Mercredi;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;49
2017-06-07;Mercredi;Zone FIMU;Duree9h;Touriste Français;Periode normale;194
2017-06-08;Jeudi;Zone FIMU;Duree10h;Resident;Periode normale;668
2017-06-08;Jeudi;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;#
2017-06-08;Jeudi;Zone FIMU;Duree10h;Touriste Français;Periode normale;277
2017-06-08;Jeudi;Zone FIMU;Duree10h-18h;Resident;Periode normale;2558
2017-06-08;Jeudi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;41
2017-06-08;Jeudi;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;882
2017-06-08;Jeudi;Zone FIMU;Duree2h;Resident;Periode normale;1915
2017-06-08;Jeudi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;33
2017-06-08;Jeudi;Zone FIMU;Duree2h;Touriste Français;Periode normale;1367
2017-06-08;Jeudi;Zone FIMU;Duree3h;Resident;Periode normale;3369
2017-06-08;Jeudi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;65
2017-06-08;Jeudi;Zone FIMU;Duree3h;Touriste Français;Periode normale;1846
2017-06-08;Jeudi;Zone FIMU;Duree4h;Resident;Periode normale;1292
2017-06-08;Jeudi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;23
2017-06-08;Jeudi;Zone FIMU;Duree4h;Touriste Français;Periode normale;744
2017-06-08;Jeudi;Zone FIMU;Duree5h;Resident;Periode normale;842
2017-06-08;Jeudi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;#
2017-06-08;Jeudi;Zone FIMU;Duree5h;Touriste Français;Periode normale;521
2017-06-08;Jeudi;Zone FIMU;Duree6h;Resident;Periode normale;1062
2017-06-08;Jeudi;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;#
2017-06-08;Jeudi;Zone FIMU;Duree6h;Touriste Français;Periode normale;473
2017-06-08;Jeudi;Zone FIMU;Duree7h;Resident;Periode normale;1292
2017-06-08;Jeudi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;22
2017-06-08;Jeudi;Zone FIMU;Duree7h;Touriste Français;Periode normale;626
2017-06-08;Jeudi;Zone FIMU;Duree8h;Resident;Periode normale;900
2017-06-08;Jeudi;Zone FIMU;Duree8h;Touriste Français;Periode normale;374
2017-06-08;Jeudi;Zone FIMU;Duree9h;Resident;Periode normale;761
2017-06-08;Jeudi;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;#
2017-06-08;Jeudi;Zone FIMU;Duree9h;Touriste Français;Periode normale;317
2017-06-09;Vendredi;Zone FIMU;Duree10h;Resident;Periode normale;551
2017-06-09;Vendredi;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;35
2017-06-09;Vendredi;Zone FIMU;Duree10h;Touriste Français;Periode normale;153
2017-06-09;Vendredi;Zone FIMU;Duree10h-18h;Resident;Periode normale;2553
2017-06-09;Vendredi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;38
2017-06-09;Vendredi;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;785
2017-06-09;Vendredi;Zone FIMU;Duree2h;Resident;Periode normale;2206
2017-06-09;Vendredi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;52
2017-06-09;Vendredi;Zone FIMU;Duree2h;Touriste Français;Periode normale;1290
2017-06-09;Vendredi;Zone FIMU;Duree3h;Resident;Periode normale;3397
2017-06-09;Vendredi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;106
2017-06-09;Vendredi;Zone FIMU;Duree3h;Touriste Français;Periode normale;1924
2017-06-09;Vendredi;Zone FIMU;Duree4h;Resident;Periode normale;1631
2017-06-09;Vendredi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;91
2017-06-09;Vendredi;Zone FIMU;Duree4h;Touriste Français;Periode normale;511
2017-06-09;Vendredi;Zone FIMU;Duree5h;Resident;Periode normale;1385
2017-06-09;Vendredi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;#
2017-06-09;Vendredi;Zone FIMU;Duree5h;Touriste Français;Periode normale;581
2017-06-09;Vendredi;Zone FIMU;Duree6h;Resident;Periode normale;886
2017-06-09;Vendredi;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;85
2017-06-09;Vendredi;Zone FIMU;Duree6h;Touriste Français;Periode normale;339
2017-06-09;Vendredi;Zone FIMU;Duree7h;Resident;Periode normale;1459
2017-06-09;Vendredi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;116
2017-06-09;Vendredi;Zone FIMU;Duree7h;Touriste Français;Periode normale;348
2017-06-09;Vendredi;Zone FIMU;Duree8h;Resident;Periode normale;811
2017-06-09;Vendredi;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;47
2017-06-09;Vendredi;Zone FIMU;Duree8h;Touriste Français;Periode normale;226
2017-06-09;Vendredi;Zone FIMU;Duree9h;Resident;Periode normale;788
2017-06-09;Vendredi;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;#
2017-06-09;Vendredi;Zone FIMU;Duree9h;Touriste Français;Periode normale;394
2017-06-10;Samedi;Zone FIMU;Duree10h;Resident;Periode normale;389
2017-06-10;Samedi;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;#
2017-06-10;Samedi;Zone FIMU;Duree10h;Touriste Français;Periode normale;101
2017-06-10;Samedi;Zone FIMU;Duree10h-18h;Resident;Periode normale;2754
2017-06-10;Samedi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;50
2017-06-10;Samedi;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;1096
2017-06-10;Samedi;Zone FIMU;Duree2h;Resident;Periode normale;2247
2017-06-10;Samedi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;23
2017-06-10;Samedi;Zone FIMU;Duree2h;Touriste Français;Periode normale;1316
2017-06-10;Samedi;Zone FIMU;Duree3h;Resident;Periode normale;3853
2017-06-10;Samedi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;90
2017-06-10;Samedi;Zone FIMU;Duree3h;Touriste Français;Periode normale;1791
2017-06-10;Samedi;Zone FIMU;Duree4h;Resident;Periode normale;1431
2017-06-10;Samedi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;24
2017-06-10;Samedi;Zone FIMU;Duree4h;Touriste Français;Periode normale;742
2017-06-10;Samedi;Zone FIMU;Duree5h;Resident;Periode normale;825
2017-06-10;Samedi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;#
2017-06-10;Samedi;Zone FIMU;Duree5h;Touriste Français;Periode normale;362
2017-06-10;Samedi;Zone FIMU;Duree6h;Resident;Periode normale;680
2017-06-10;Samedi;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;#
2017-06-10;Samedi;Zone FIMU;Duree6h;Touriste Français;Periode normale;369
2017-06-10;Samedi;Zone FIMU;Duree7h;Resident;Periode normale;813
2017-06-10;Samedi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;#
2017-06-10;Samedi;Zone FIMU;Duree7h;Touriste Français;Periode normale;324
2017-06-10;Samedi;Zone FIMU;Duree8h;Resident;Periode normale;564
2017-06-10;Samedi;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;#
2017-06-10;Samedi;Zone FIMU;Duree8h;Touriste Français;Periode normale;208
2017-06-10;Samedi;Zone FIMU;Duree9h;Resident;Periode normale;334
2017-06-10;Samedi;Zone FIMU;Duree9h;Touriste Français;Periode normale;130
2017-06-11;Dimanche;Zone FIMU;Duree10h;Resident;Periode normale;269
2017-06-11;Dimanche;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;#
2017-06-11;Dimanche;Zone FIMU;Duree10h;Touriste Français;Periode normale;29
2017-06-11;Dimanche;Zone FIMU;Duree10h-18h;Resident;Periode normale;2763
2017-06-11;Dimanche;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;215
2017-06-11;Dimanche;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;523
2017-06-11;Dimanche;Zone FIMU;Duree2h;Resident;Periode normale;1208
2017-06-11;Dimanche;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;#
2017-06-11;Dimanche;Zone FIMU;Duree2h;Touriste Français;Periode normale;804
2017-06-11;Dimanche;Zone FIMU;Duree3h;Resident;Periode normale;1941
2017-06-11;Dimanche;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;133
2017-06-11;Dimanche;Zone FIMU;Duree3h;Touriste Français;Periode normale;1054
2017-06-11;Dimanche;Zone FIMU;Duree4h;Resident;Periode normale;819
2017-06-11;Dimanche;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;40
2017-06-11;Dimanche;Zone FIMU;Duree4h;Touriste Français;Periode normale;331
2017-06-11;Dimanche;Zone FIMU;Duree5h;Resident;Periode normale;505
2017-06-11;Dimanche;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;51
2017-06-11;Dimanche;Zone FIMU;Duree5h;Touriste Français;Periode normale;287
2017-06-11;Dimanche;Zone FIMU;Duree6h;Resident;Periode normale;259
2017-06-11;Dimanche;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;#
2017-06-11;Dimanche;Zone FIMU;Duree6h;Touriste Français;Periode normale;145
2017-06-11;Dimanche;Zone FIMU;Duree7h;Resident;Periode normale;738
2017-06-11;Dimanche;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;#
2017-06-11;Dimanche;Zone FIMU;Duree7h;Touriste Français;Periode normale;368
2017-06-11;Dimanche;Zone FIMU;Duree8h;Resident;Periode normale;574
2017-06-11;Dimanche;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;#
2017-06-11;Dimanche;Zone FIMU;Duree8h;Touriste Français;Periode normale;102
2017-06-11;Dimanche;Zone FIMU;Duree9h;Resident;Periode normale;471
2017-06-11;Dimanche;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;#
2017-06-11;Dimanche;Zone FIMU;Duree9h;Touriste Français;Periode normale;64
2017-06-12;Lundi;Zone FIMU;Duree10h;Resident;Periode normale;457
2017-06-12;Lundi;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;#
2017-06-12;Lundi;Zone FIMU;Duree10h;Touriste Français;Periode normale;183
2017-06-12;Lundi;Zone FIMU;Duree10h-18h;Resident;Periode normale;2579
2017-06-12;Lundi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;26
2017-06-12;Lundi;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;729
2017-06-12;Lundi;Zone FIMU;Duree2h;Resident;Periode normale;2006
2017-06-12;Lundi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;35
2017-06-12;Lundi;Zone FIMU;Duree2h;Touriste Français;Periode normale;964
2017-06-12;Lundi;Zone FIMU;Duree3h;Resident;Periode normale;2656
2017-06-12;Lundi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;54
2017-06-12;Lundi;Zone FIMU;Duree3h;Touriste Français;Periode normale;1631
2017-06-12;Lundi;Zone FIMU;Duree4h;Resident;Periode normale;1227
2017-06-12;Lundi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;45
2017-06-12;Lundi;Zone FIMU;Duree4h;Touriste Français;Periode normale;533
2017-06-12;Lundi;Zone FIMU;Duree5h;Resident;Periode normale;991
2017-06-12;Lundi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;27
2017-06-12;Lundi;Zone FIMU;Duree5h;Touriste Français;Periode normale;539
2017-06-12;Lundi;Zone FIMU;Duree6h;Resident;Periode normale;882
2017-06-12;Lundi;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;#
2017-06-12;Lundi;Zone FIMU;Duree6h;Touriste Français;Periode normale;366
2017-06-12;Lundi;Zone FIMU;Duree7h;Resident;Periode normale;1457
2017-06-12;Lundi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;#
2017-06-12;Lundi;Zone FIMU;Duree7h;Touriste Français;Periode normale;720
2017-06-12;Lundi;Zone FIMU;Duree8h;Resident;Periode normale;1018
2017-06-12;Lundi;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;#
2017-06-12;Lundi;Zone FIMU;Duree8h;Touriste Français;Periode normale;340
2017-06-12;Lundi;Zone FIMU;Duree9h;Resident;Periode normale;642
2017-06-12;Lundi;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;#
2017-06-12;Lundi;Zone FIMU;Duree9h;Touriste Français;Periode normale;254
2017-06-13;Mardi;Zone FIMU;Duree10h;Resident;Periode normale;375
2017-06-13;Mardi;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;27
2017-06-13;Mardi;Zone FIMU;Duree10h;Touriste Français;Periode normale;155
2017-06-13;Mardi;Zone FIMU;Duree10h-18h;Resident;Periode normale;2715
2017-06-13;Mardi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;51
2017-06-13;Mardi;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;848
2017-06-13;Mardi;Zone FIMU;Duree2h;Resident;Periode normale;2260
2017-06-13;Mardi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;54
2017-06-13;Mardi;Zone FIMU;Duree2h;Touriste Français;Periode normale;1448
2017-06-13;Mardi;Zone FIMU;Duree3h;Resident;Periode normale;2806
2017-06-13;Mardi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;75
2017-06-13;Mardi;Zone FIMU;Duree3h;Touriste Français;Periode normale;2040
