Date;JourDeLaSemaine;Heure;ZoneAnalyse;Presence30Min;CategorieVisiteurs;TypeDeJour;Volume
2017-06-15;Jeudi;20:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2498
2017-06-15;Jeudi;21:00:00;Zone FIMU;Present;Resident;Periode normale;7040
2017-06-15;Jeudi;21:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;93
2017-06-15;Jeudi;21:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1532
2017-06-15;Jeudi;21:30:00;Zone FIMU;Present;Resident;Periode normale;7676
2017-06-15;Jeudi;21:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;69
2017-06-15;Jeudi;21:30:00;Zone FIMU;Present;Touriste Français;Periode normale;3599
2017-06-15;Jeudi;22:00:00;Zone FIMU;Present;Resident;Periode normale;5563
2017-06-15;Jeudi;22:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;195
2017-06-15;Jeudi;22:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2609
2017-06-15;Jeudi;22:30:00;Zone FIMU;Present;Resident;Periode normale;4251
2017-06-15;Jeudi;22:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;100
2017-06-15;Jeudi;22:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1962
2017-06-15;Jeudi;23:00:00;Zone FIMU;Present;Resident;Periode normale;8986
2017-06-15;Jeudi;23:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;187
2017-06-15;Jeudi;23:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2159
2017-06-15;Jeudi;23:30:00;Zone FIMU;Present;Resident;Periode normale;4462
2017-06-15;Jeudi;23:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1812
2017-06-16;Vendredi;00:00:00;Zone FIMU;Present;Resident;Periode normale;3357
2017-06-16;Vendredi;00:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;42
2017-06-16;Vendredi;00:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1640
2017-06-16;Vendredi;00:30:00;Zone FIMU;Present;Resident;Periode normale;1980
2017-06-16;Vendredi;00:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2231
2017-06-16;Vendredi;01:00:00;Zone FIMU;Present;Resident;Periode normale;1786
2017-06-16;Vendredi;01:00:00;Zone FIMU;Present;Touriste Français;Periode normale;979
2017-06-16;Vendredi;01:30:00;Zone FIMU;Present;Resident;Periode normale;1517
2017-06-16;Vendredi;01:30:00;Zone FIMU;Present;Touriste Français;Periode normale;284
2017-06-16;Vendredi;02:00:00;Zone FIMU;Present;Resident;Periode normale;1429
2017-06-16;Vendredi;02:30:00;Zone FIMU;Present;Resident;Periode normale;291
2017-06-16;Vendredi;02:30:00;Zone FIMU;Present;Touriste Français;Periode normale;284
2017-06-16;Vendredi;03:00:00;Zone FIMU;Present;Resident;Periode normale;840
2017-06-16;Vendredi;03:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;51
2017-06-16;Vendredi;03:30:00;Zone FIMU;Present;Resident;Periode normale;602
2017-06-16;Vendredi;04:00:00;Zone FIMU;Present;Resident;Periode normale;670
2017-06-16;Vendredi;04:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;34
2017-06-16;Vendredi;04:30:00;Zone FIMU;Present;Resident;Periode normale;609
2017-06-16;Vendredi;04:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;96
2017-06-16;Vendredi;05:00:00;Zone FIMU;Present;Resident;Periode normale;772
2017-06-16;Vendredi;05:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;51
2017-06-16;Vendredi;05:30:00;Zone FIMU;Present;Resident;Periode normale;860
2017-06-16;Vendredi;05:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;93
2017-06-16;Vendredi;05:30:00;Zone FIMU;Present;Touriste Français;Periode normale;384
2017-06-16;Vendredi;06:00:00;Zone FIMU;Present;Resident;Periode normale;1449
2017-06-16;Vendredi;06:30:00;Zone FIMU;Present;Resident;Periode normale;2994
2017-06-16;Vendredi;06:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;92
2017-06-16;Vendredi;07:00:00;Zone FIMU;Present;Resident;Periode normale;5510
2017-06-16;Vendredi;07:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;239
2017-06-16;Vendredi;07:00:00;Zone FIMU;Present;Touriste Français;Periode normale;514
2017-06-16;Vendredi;07:30:00;Zone FIMU;Present;Resident;Periode normale;8618
2017-06-16;Vendredi;07:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;151
2017-06-16;Vendredi;07:30:00;Zone FIMU;Present;Touriste Français;Periode normale;3288
2017-06-16;Vendredi;08:00:00;Zone FIMU;Present;Resident;Periode normale;10168
2017-06-16;Vendredi;08:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;209
2017-06-16;Vendredi;08:00:00;Zone FIMU;Present;Touriste Français;Periode normale;5465
2017-06-16;Vendredi;08:30:00;Zone FIMU;Present;Resident;Periode normale;10902
2017-06-16;Vendredi;08:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;311
2017-06-16;Vendredi;08:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1175
2017-06-16;Vendredi;09:00:00;Zone FIMU;Present;Resident;Periode normale;8375
2017-06-16;Vendredi;09:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1377
2017-06-16;Vendredi;09:30:00;Zone FIMU;Present;Resident;Periode normale;9749
2017-06-16;Vendredi;09:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;40
2017-06-16;Vendredi;09:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1596
2017-06-16;Vendredi;10:00:00;Zone FIMU;Present;Resident;Periode normale;10103
2017-06-16;Vendredi;10:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;40
2017-06-16;Vendredi;10:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1870
2017-06-16;Vendredi;10:30:00;Zone FIMU;Present;Resident;Periode normale;10126
2017-06-16;Vendredi;10:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;154
2017-06-16;Vendredi;10:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2111
2017-06-16;Vendredi;11:00:00;Zone FIMU;Present;Resident;Periode normale;8728
2017-06-16;Vendredi;11:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2167
2017-06-16;Vendredi;11:30:00;Zone FIMU;Present;Resident;Periode normale;9753
2017-06-16;Vendredi;11:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;62
2017-06-16;Vendredi;11:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2148
2017-06-16;Vendredi;12:00:00;Zone FIMU;Present;Resident;Periode normale;9209
2017-06-16;Vendredi;12:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;32
2017-06-16;Vendredi;12:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1310
2017-06-16;Vendredi;12:30:00;Zone FIMU;Present;Resident;Periode normale;11997
2017-06-16;Vendredi;12:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;38
2017-06-16;Vendredi;12:30:00;Zone FIMU;Present;Touriste Français;Periode normale;3314
2017-06-16;Vendredi;13:00:00;Zone FIMU;Present;Resident;Periode normale;9033
2017-06-16;Vendredi;13:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;38
2017-06-16;Vendredi;13:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2701
2017-06-16;Vendredi;13:30:00;Zone FIMU;Present;Resident;Periode normale;9518
2017-06-16;Vendredi;13:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;30
2017-06-16;Vendredi;13:30:00;Zone FIMU;Present;Touriste Français;Periode normale;3350
2017-06-16;Vendredi;14:00:00;Zone FIMU;Present;Resident;Periode normale;10379
2017-06-16;Vendredi;14:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;65
2017-06-16;Vendredi;14:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2588
2017-06-16;Vendredi;14:30:00;Zone FIMU;Present;Resident;Periode normale;10390
2017-06-16;Vendredi;14:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;34
2017-06-16;Vendredi;14:30:00;Zone FIMU;Present;Touriste Français;Periode normale;3123
2017-06-16;Vendredi;15:00:00;Zone FIMU;Present;Resident;Periode normale;10055
2017-06-16;Vendredi;15:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;70
2017-06-16;Vendredi;15:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2010
2017-06-16;Vendredi;15:30:00;Zone FIMU;Present;Resident;Periode normale;9993
2017-06-16;Vendredi;15:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2520
2017-06-16;Vendredi;16:00:00;Zone FIMU;Present;Resident;Periode normale;9719
2017-06-16;Vendredi;16:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;43
2017-06-16;Vendredi;16:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3382
2017-06-16;Vendredi;16:30:00;Zone FIMU;Present;Resident;Periode normale;9498
2017-06-16;Vendredi;16:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2842
2017-06-16;Vendredi;17:00:00;Zone FIMU;Present;Resident;Periode normale;8479
2017-06-16;Vendredi;17:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;185
2017-06-16;Vendredi;17:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3244
2017-06-16;Vendredi;17:30:00;Zone FIMU;Present;Resident;Periode normale;10508
2017-06-16;Vendredi;17:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;77
2017-06-16;Vendredi;17:30:00;Zone FIMU;Present;Touriste Français;Periode normale;3532
2017-06-16;Vendredi;18:00:00;Zone FIMU;Present;Resident;Periode normale;7149
2017-06-16;Vendredi;18:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;102
2017-06-16;Vendredi;18:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3645
2017-06-16;Vendredi;18:30:00;Zone FIMU;Present;Resident;Periode normale;7857
2017-06-16;Vendredi;18:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;51
2017-06-16;Vendredi;18:30:00;Zone FIMU;Present;Touriste Français;Periode normale;3519
2017-06-16;Vendredi;19:00:00;Zone FIMU;Present;Resident;Periode normale;6614
2017-06-16;Vendredi;19:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;90
2017-06-16;Vendredi;19:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2555
2017-06-16;Vendredi;19:30:00;Zone FIMU;Present;Resident;Periode normale;7733
2017-06-16;Vendredi;19:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;30
2017-06-16;Vendredi;19:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2646
2017-06-16;Vendredi;20:00:00;Zone FIMU;Present;Resident;Periode normale;7982
2017-06-16;Vendredi;20:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2473
2017-06-16;Vendredi;20:30:00;Zone FIMU;Present;Resident;Periode normale;7455
2017-06-16;Vendredi;20:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;121
2017-06-16;Vendredi;20:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2838
2017-06-16;Vendredi;21:00:00;Zone FIMU;Present;Resident;Periode normale;5719
2017-06-16;Vendredi;21:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;69
2017-06-16;Vendredi;21:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2100
2017-06-16;Vendredi;21:30:00;Zone FIMU;Present;Resident;Periode normale;6527
2017-06-16;Vendredi;21:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2084
2017-06-16;Vendredi;22:00:00;Zone FIMU;Present;Resident;Periode normale;7336
2017-06-16;Vendredi;22:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;52
2017-06-16;Vendredi;22:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1390
2017-06-16;Vendredi;22:30:00;Zone FIMU;Present;Resident;Periode normale;7499
2017-06-16;Vendredi;22:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;293
2017-06-16;Vendredi;22:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2160
2017-06-16;Vendredi;23:00:00;Zone FIMU;Present;Resident;Periode normale;10130
2017-06-16;Vendredi;23:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;42
2017-06-16;Vendredi;23:00:00;Zone FIMU;Present;Touriste Français;Periode normale;4505
2017-06-16;Vendredi;23:30:00;Zone FIMU;Present;Resident;Periode normale;7825
2017-06-16;Vendredi;23:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1783
2017-06-17;Samedi;00:00:00;Zone FIMU;Present;Resident;Periode normale;4898
2017-06-17;Samedi;00:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;34
2017-06-17;Samedi;00:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1437
2017-06-17;Samedi;00:30:00;Zone FIMU;Present;Resident;Periode normale;4570
2017-06-17;Samedi;00:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1051
2017-06-17;Samedi;01:00:00;Zone FIMU;Present;Resident;Periode normale;2238
2017-06-17;Samedi;01:00:00;Zone FIMU;Present;Touriste Français;Periode normale;794
2017-06-17;Samedi;01:30:00;Zone FIMU;Present;Resident;Periode normale;2299
2017-06-17;Samedi;01:30:00;Zone FIMU;Present;Touriste Français;Periode normale;751
2017-06-17;Samedi;02:00:00;Zone FIMU;Present;Resident;Periode normale;1384
2017-06-17;Samedi;02:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1438
2017-06-17;Samedi;02:30:00;Zone FIMU;Present;Resident;Periode normale;1682
2017-06-17;Samedi;02:30:00;Zone FIMU;Present;Touriste Français;Periode normale;434
2017-06-17;Samedi;03:00:00;Zone FIMU;Present;Resident;Periode normale;641
2017-06-17;Samedi;03:30:00;Zone FIMU;Present;Resident;Periode normale;1229
2017-06-17;Samedi;04:00:00;Zone FIMU;Present;Resident;Periode normale;869
2017-06-17;Samedi;04:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;96
2017-06-17;Samedi;04:00:00;Zone FIMU;Present;Touriste Français;Periode normale;258
2017-06-17;Samedi;04:30:00;Zone FIMU;Present;Resident;Periode normale;570
2017-06-17;Samedi;04:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1108
2017-06-17;Samedi;05:00:00;Zone FIMU;Present;Resident;Periode normale;615
2017-06-17;Samedi;05:00:00;Zone FIMU;Present;Touriste Français;Periode normale;980
2017-06-17;Samedi;05:30:00;Zone FIMU;Present;Resident;Periode normale;633
2017-06-17;Samedi;05:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;96
2017-06-17;Samedi;06:00:00;Zone FIMU;Present;Resident;Periode normale;954
2017-06-17;Samedi;06:30:00;Zone FIMU;Present;Resident;Periode normale;1835
2017-06-17;Samedi;06:30:00;Zone FIMU;Present;Touriste Français;Periode normale;449
2017-06-17;Samedi;07:00:00;Zone FIMU;Present;Resident;Periode normale;2044
2017-06-17;Samedi;07:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;128
2017-06-17;Samedi;07:00:00;Zone FIMU;Present;Touriste Français;Periode normale;389
2017-06-17;Samedi;07:30:00;Zone FIMU;Present;Resident;Periode normale;2565
2017-06-17;Samedi;07:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;96
2017-06-17;Samedi;07:30:00;Zone FIMU;Present;Touriste Français;Periode normale;745
2017-06-17;Samedi;08:00:00;Zone FIMU;Present;Resident;Periode normale;5309
2017-06-17;Samedi;08:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1507
2017-06-17;Samedi;08:30:00;Zone FIMU;Present;Resident;Periode normale;7808
2017-06-17;Samedi;08:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;42
2017-06-17;Samedi;08:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2253
2017-06-17;Samedi;09:00:00;Zone FIMU;Present;Resident;Periode normale;7495
2017-06-17;Samedi;09:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2671
2017-06-17;Samedi;09:30:00;Zone FIMU;Present;Resident;Periode normale;8118
2017-06-17;Samedi;09:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2229
2017-06-17;Samedi;10:00:00;Zone FIMU;Present;Resident;Periode normale;7076
2017-06-17;Samedi;10:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2154
2017-06-17;Samedi;10:30:00;Zone FIMU;Present;Resident;Periode normale;8113
2017-06-17;Samedi;10:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;30
2017-06-17;Samedi;10:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1735
2017-06-17;Samedi;11:00:00;Zone FIMU;Present;Resident;Periode normale;7727
2017-06-17;Samedi;11:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;97
2017-06-17;Samedi;11:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2686
2017-06-17;Samedi;11:30:00;Zone FIMU;Present;Resident;Periode normale;6363
2017-06-17;Samedi;11:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;226
2017-06-17;Samedi;11:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2482
2017-06-17;Samedi;12:00:00;Zone FIMU;Present;Resident;Periode normale;7338
2017-06-17;Samedi;12:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;258
2017-06-17;Samedi;12:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3139
2017-06-17;Samedi;12:30:00;Zone FIMU;Present;Resident;Periode normale;6671
2017-06-17;Samedi;12:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;142
2017-06-17;Samedi;12:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2690
2017-06-17;Samedi;13:00:00;Zone FIMU;Present;Resident;Periode normale;6850
2017-06-17;Samedi;13:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3517
2017-06-17;Samedi;13:30:00;Zone FIMU;Present;Resident;Periode normale;7716
2017-06-17;Samedi;13:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;30
2017-06-17;Samedi;13:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2096
2017-06-17;Samedi;14:00:00;Zone FIMU;Present;Resident;Periode normale;7488
2017-06-17;Samedi;14:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3856
2017-06-17;Samedi;14:30:00;Zone FIMU;Present;Resident;Periode normale;9422
2017-06-17;Samedi;14:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;25
2017-06-17;Samedi;14:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2217
2017-06-17;Samedi;15:00:00;Zone FIMU;Present;Resident;Periode normale;8911
2017-06-17;Samedi;15:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1144
2017-06-17;Samedi;15:30:00;Zone FIMU;Present;Resident;Periode normale;7007
2017-06-17;Samedi;15:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;43
2017-06-17;Samedi;15:30:00;Zone FIMU;Present;Touriste Français;Periode normale;4737
2017-06-17;Samedi;16:00:00;Zone FIMU;Present;Resident;Periode normale;7092
2017-06-17;Samedi;16:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;77
2017-06-17;Samedi;16:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1819
2017-06-17;Samedi;16:30:00;Zone FIMU;Present;Resident;Periode normale;6814
2017-06-17;Samedi;16:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;51
2017-06-17;Samedi;16:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2835
2017-06-17;Samedi;17:00:00;Zone FIMU;Present;Resident;Periode normale;6728
2017-06-17;Samedi;17:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;36
2017-06-17;Samedi;17:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1759
2017-06-17;Samedi;17:30:00;Zone FIMU;Present;Resident;Periode normale;5961
2017-06-17;Samedi;17:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2638
2017-06-17;Samedi;18:00:00;Zone FIMU;Present;Resident;Periode normale;7468
2017-06-17;Samedi;18:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1185
2017-06-17;Samedi;18:30:00;Zone FIMU;Present;Resident;Periode normale;6183
2017-06-17;Samedi;18:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;42
2017-06-17;Samedi;18:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2679
2017-06-17;Samedi;19:00:00;Zone FIMU;Present;Resident;Periode normale;6808
2017-06-17;Samedi;19:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;144
2017-06-17;Samedi;19:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3114
2017-06-17;Samedi;19:30:00;Zone FIMU;Present;Resident;Periode normale;6154
2017-06-17;Samedi;19:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;21
2017-06-17;Samedi;19:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2305
2017-06-17;Samedi;20:00:00;Zone FIMU;Present;Resident;Periode normale;7177
2017-06-17;Samedi;20:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3591
2017-06-17;Samedi;20:30:00;Zone FIMU;Present;Resident;Periode normale;6872
2017-06-17;Samedi;20:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;30
2017-06-17;Samedi;20:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2694
2017-06-17;Samedi;21:00:00;Zone FIMU;Present;Resident;Periode normale;5372
2017-06-17;Samedi;21:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3135
2017-06-17;Samedi;21:30:00;Zone FIMU;Present;Resident;Periode normale;5957
2017-06-17;Samedi;21:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;255
2017-06-17;Samedi;21:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2829
2017-06-17;Samedi;22:00:00;Zone FIMU;Present;Resident;Periode normale;6144
2017-06-17;Samedi;22:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2425
2017-06-17;Samedi;22:30:00;Zone FIMU;Present;Resident;Periode normale;7805
2017-06-17;Samedi;22:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;108
2017-06-17;Samedi;22:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1941
2017-06-17;Samedi;23:00:00;Zone FIMU;Present;Resident;Periode normale;8235
2017-06-17;Samedi;23:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;25
2017-06-17;Samedi;23:00:00;Zone FIMU;Present;Touriste Français;Periode normale;424
2017-06-17;Samedi;23:30:00;Zone FIMU;Present;Resident;Periode normale;3322
2017-06-17;Samedi;23:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1964
2017-06-18;Dimanche;00:00:00;Zone FIMU;Present;Resident;Periode normale;3649
2017-06-18;Dimanche;00:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;42
2017-06-18;Dimanche;00:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1037
2017-06-18;Dimanche;00:30:00;Zone FIMU;Present;Resident;Periode normale;7434
2017-06-18;Dimanche;00:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2074
2017-06-18;Dimanche;01:00:00;Zone FIMU;Present;Resident;Periode normale;3220
2017-06-18;Dimanche;01:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;42
2017-06-18;Dimanche;01:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1006
2017-06-18;Dimanche;01:30:00;Zone FIMU;Present;Resident;Periode normale;2359
2017-06-18;Dimanche;01:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;25
2017-06-18;Dimanche;01:30:00;Zone FIMU;Present;Touriste Français;Periode normale;470
2017-06-18;Dimanche;02:00:00;Zone FIMU;Present;Resident;Periode normale;2429
2017-06-18;Dimanche;02:00:00;Zone FIMU;Present;Touriste Français;Periode normale;235
2017-06-18;Dimanche;02:30:00;Zone FIMU;Present;Resident;Periode normale;1455
2017-06-18;Dimanche;02:30:00;Zone FIMU;Present;Touriste Français;Periode normale;184
2017-06-18;Dimanche;03:00:00;Zone FIMU;Present;Resident;Periode normale;2163
2017-06-18;Dimanche;03:00:00;Zone FIMU;Present;Touriste Français;Periode normale;554
2017-06-18;Dimanche;03:30:00;Zone FIMU;Present;Resident;Periode normale;1621
2017-06-18;Dimanche;03:30:00;Zone FIMU;Present;Touriste Français;Periode normale;447
2017-06-18;Dimanche;04:00:00;Zone FIMU;Present;Resident;Periode normale;805
2017-06-18;Dimanche;04:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1001
2017-06-18;Dimanche;04:30:00;Zone FIMU;Present;Touriste Français;Periode normale;414
2017-06-18;Dimanche;05:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1434
2017-06-18;Dimanche;05:30:00;Zone FIMU;Present;Resident;Periode normale;735
2017-06-18;Dimanche;06:00:00;Zone FIMU;Present;Resident;Periode normale;1817
2017-06-18;Dimanche;06:30:00;Zone FIMU;Present;Resident;Periode normale;2094
2017-06-18;Dimanche;06:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;92
2017-06-18;Dimanche;06:30:00;Zone FIMU;Present;Touriste Français;Periode normale;697
2017-06-18;Dimanche;07:00:00;Zone FIMU;Present;Resident;Periode normale;2540
2017-06-18;Dimanche;07:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;25
2017-06-18;Dimanche;07:00:00;Zone FIMU;Present;Touriste Français;Periode normale;925
2017-06-18;Dimanche;07:30:00;Zone FIMU;Present;Resident;Periode normale;5357
2017-06-18;Dimanche;07:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;67
2017-06-18;Dimanche;07:30:00;Zone FIMU;Present;Touriste Français;Periode normale;801
2017-06-18;Dimanche;08:00:00;Zone FIMU;Present;Resident;Periode normale;5036
2017-06-18;Dimanche;08:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;92
2017-06-18;Dimanche;08:00:00;Zone FIMU;Present;Touriste Français;Periode normale;425
2017-06-18;Dimanche;08:30:00;Zone FIMU;Present;Resident;Periode normale;8018
2017-06-18;Dimanche;08:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2469
2017-06-18;Dimanche;09:00:00;Zone FIMU;Present;Resident;Periode normale;4917
2017-06-18;Dimanche;09:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;128
2017-06-18;Dimanche;09:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1644
2017-06-18;Dimanche;09:30:00;Zone FIMU;Present;Resident;Periode normale;7279
2017-06-18;Dimanche;09:30:00;Zone FIMU;Present;Touriste Français;Periode normale;3635
2017-06-18;Dimanche;10:00:00;Zone FIMU;Present;Resident;Periode normale;6890
2017-06-18;Dimanche;10:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2722
2017-06-18;Dimanche;10:30:00;Zone FIMU;Present;Resident;Periode normale;4737
2017-06-18;Dimanche;10:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1734
2017-06-18;Dimanche;11:00:00;Zone FIMU;Present;Resident;Periode normale;5170
2017-06-18;Dimanche;11:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;46
2017-06-18;Dimanche;11:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2709
2017-06-18;Dimanche;11:30:00;Zone FIMU;Present;Resident;Periode normale;6261
2017-06-18;Dimanche;11:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2246
2017-06-18;Dimanche;12:00:00;Zone FIMU;Present;Resident;Periode normale;6046
2017-06-18;Dimanche;12:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;99
2017-06-18;Dimanche;12:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2890
2017-06-18;Dimanche;12:30:00;Zone FIMU;Present;Resident;Periode normale;5944
