Date;JourDeLaSemaine;ZoneAnalyse;Nationalite;CategorieVisiteurs;VisiteurUniqueSur;TypeDeJour;Volume
2017-05-10;Mercredi;Zone FIMU;Etranger;Touriste Etranger;01 jours;Periode normale;184
2017-05-10;Mercredi;Zone FIMU;Etranger;Touriste Etranger;02 jours;Periode normale;184
2017-05-10;Mercredi;Zone FIMU;Etranger;Touriste Etranger;03 jours;Periode normale;184
2017-05-10;Mercredi;Zone FIMU;Etranger;Touriste Etranger;04 jours;Periode normale;184
2017-05-10;Mercredi;Zone FIMU;Etranger;Touriste Etranger;05 jours;Periode normale;184
2017-05-10;Mercredi;Zone FIMU;Etranger;Touriste Etranger;06 jours;Periode normale;184
2017-05-10;Mercredi;Zone FIMU;Etranger;Touriste Etranger;07 jours;Periode normale;184
2017-05-10;Mercredi;Zone FIMU;Etranger;Touriste Etranger;08 jours;Periode normale;184
2017-05-10;Mercredi;Zone FIMU;Etranger;Touriste Etranger;09 jours;Periode normale;184
2017-05-10;Mercredi;Zone FIMU;Etranger;Touriste Etranger;10 jours;Periode normale;184
2017-05-10;Mercredi;Zone FIMU;Etranger;Touriste Etranger;11 jours;Periode normale;184
2017-05-10;Mercredi;Zone FIMU;Etranger;Touriste Etranger;12 jours;Periode normale;184
2017-05-10;Mercredi;Zone FIMU;Etranger;Touriste Etranger;13 jours;Periode normale;184
2017-05-10;Mercredi;Zone FIMU;Etranger;Touriste Etranger;14 jours;Periode normale;184
2017-05-10;Mercredi;Zone FIMU;Français;Resident;01 jours;Periode normale;15319
2017-05-10;Mercredi;Zone FIMU;Français;Resident;02 jours;Periode normale;15319
2017-05-10;Mercredi;Zone FIMU;Français;Resident;03 jours;Periode normale;15319
2017-05-10;Mercredi;Zone FIMU;Français;Resident;04 jours;Periode normale;15319
2017-05-10;Mercredi;Zone FIMU;Français;Resident;05 jours;Periode normale;15319
2017-05-10;Mercredi;Zone FIMU;Français;Resident;06 jours;Periode normale;15319
2017-05-10;Mercredi;Zone FIMU;Français;Resident;07 jours;Periode normale;15319
2017-05-10;Mercredi;Zone FIMU;Français;Resident;08 jours;Periode normale;15319
2017-05-10;Mercredi;Zone FIMU;Français;Resident;09 jours;Periode normale;15319
2017-05-10;Mercredi;Zone FIMU;Français;Resident;10 jours;Periode normale;15319
2017-05-10;Mercredi;Zone FIMU;Français;Resident;11 jours;Periode normale;15319
2017-05-10;Mercredi;Zone FIMU;Français;Resident;12 jours;Periode normale;15319
2017-05-10;Mercredi;Zone FIMU;Français;Resident;13 jours;Periode normale;15319
2017-05-10;Mercredi;Zone FIMU;Français;Resident;14 jours;Periode normale;15319
2017-05-10;Mercredi;Zone FIMU;Français;Touriste Français;01 jours;Periode normale;8280
2017-05-10;Mercredi;Zone FIMU;Français;Touriste Français;02 jours;Periode normale;8280
2017-05-10;Mercredi;Zone FIMU;Français;Touriste Français;03 jours;Periode normale;8280
2017-05-10;Mercredi;Zone FIMU;Français;Touriste Français;04 jours;Periode normale;8280
2017-05-10;Mercredi;Zone FIMU;Français;Touriste Français;05 jours;Periode normale;8280
2017-05-10;Mercredi;Zone FIMU;Français;Touriste Français;06 jours;Periode normale;8280
2017-05-10;Mercredi;Zone FIMU;Français;Touriste Français;07 jours;Periode normale;8280
2017-05-10;Mercredi;Zone FIMU;Français;Touriste Français;08 jours;Periode normale;8280
2017-05-10;Mercredi;Zone FIMU;Français;Touriste Français;09 jours;Periode normale;8280
2017-05-10;Mercredi;Zone FIMU;Français;Touriste Français;10 jours;Periode normale;8280
2017-05-10;Mercredi;Zone FIMU;Français;Touriste Français;11 jours;Periode normale;8280
2017-05-10;Mercredi;Zone FIMU;Français;Touriste Français;12 jours;Periode normale;8280
2017-05-10;Mercredi;Zone FIMU;Français;Touriste Français;13 jours;Periode normale;8280
2017-05-10;Mercredi;Zone FIMU;Français;Touriste Français;14 jours;Periode normale;8280
2017-05-11;Jeudi;Zone FIMU;Etranger;Touriste Etranger;01 jours;Periode normale;232
2017-05-11;Jeudi;Zone FIMU;Etranger;Touriste Etranger;02 jours;Periode normale;337
2017-05-11;Jeudi;Zone FIMU;Etranger;Touriste Etranger;03 jours;Periode normale;337
2017-05-11;Jeudi;Zone FIMU;Etranger;Touriste Etranger;04 jours;Periode normale;337
2017-05-11;Jeudi;Zone FIMU;Etranger;Touriste Etranger;05 jours;Periode normale;337
2017-05-11;Jeudi;Zone FIMU;Etranger;Touriste Etranger;06 jours;Periode normale;337
2017-05-11;Jeudi;Zone FIMU;Etranger;Touriste Etranger;07 jours;Periode normale;337
2017-05-11;Jeudi;Zone FIMU;Etranger;Touriste Etranger;08 jours;Periode normale;337
2017-05-11;Jeudi;Zone FIMU;Etranger;Touriste Etranger;09 jours;Periode normale;337
2017-05-11;Jeudi;Zone FIMU;Etranger;Touriste Etranger;10 jours;Periode normale;337
2017-05-11;Jeudi;Zone FIMU;Etranger;Touriste Etranger;11 jours;Periode normale;337
2017-05-11;Jeudi;Zone FIMU;Etranger;Touriste Etranger;12 jours;Periode normale;337
2017-05-11;Jeudi;Zone FIMU;Etranger;Touriste Etranger;13 jours;Periode normale;337
2017-05-11;Jeudi;Zone FIMU;Etranger;Touriste Etranger;14 jours;Periode normale;337
2017-05-11;Jeudi;Zone FIMU;Français;Resident;01 jours;Periode normale;16311
2017-05-11;Jeudi;Zone FIMU;Français;Resident;02 jours;Periode normale;21839
2017-05-11;Jeudi;Zone FIMU;Français;Resident;03 jours;Periode normale;21839
2017-05-11;Jeudi;Zone FIMU;Français;Resident;04 jours;Periode normale;21839
2017-05-11;Jeudi;Zone FIMU;Français;Resident;05 jours;Periode normale;21839
2017-05-11;Jeudi;Zone FIMU;Français;Resident;06 jours;Periode normale;21839
2017-05-11;Jeudi;Zone FIMU;Français;Resident;07 jours;Periode normale;21839
2017-05-11;Jeudi;Zone FIMU;Français;Resident;08 jours;Periode normale;21839
2017-05-11;Jeudi;Zone FIMU;Français;Resident;09 jours;Periode normale;21839
2017-05-11;Jeudi;Zone FIMU;Français;Resident;10 jours;Periode normale;21839
2017-05-11;Jeudi;Zone FIMU;Français;Resident;11 jours;Periode normale;21839
2017-05-11;Jeudi;Zone FIMU;Français;Resident;12 jours;Periode normale;21839
2017-05-11;Jeudi;Zone FIMU;Français;Resident;13 jours;Periode normale;21839
2017-05-11;Jeudi;Zone FIMU;Français;Resident;14 jours;Periode normale;21839
2017-05-11;Jeudi;Zone FIMU;Français;Touriste Français;01 jours;Periode normale;8389
2017-05-11;Jeudi;Zone FIMU;Français;Touriste Français;02 jours;Periode normale;12477
2017-05-11;Jeudi;Zone FIMU;Français;Touriste Français;03 jours;Periode normale;12477
2017-05-11;Jeudi;Zone FIMU;Français;Touriste Français;04 jours;Periode normale;12477
2017-05-11;Jeudi;Zone FIMU;Français;Touriste Français;05 jours;Periode normale;12477
2017-05-11;Jeudi;Zone FIMU;Français;Touriste Français;06 jours;Periode normale;12477
2017-05-11;Jeudi;Zone FIMU;Français;Touriste Français;07 jours;Periode normale;12477
2017-05-11;Jeudi;Zone FIMU;Français;Touriste Français;08 jours;Periode normale;12477
2017-05-11;Jeudi;Zone FIMU;Français;Touriste Français;09 jours;Periode normale;12477
2017-05-11;Jeudi;Zone FIMU;Français;Touriste Français;10 jours;Periode normale;12477
2017-05-11;Jeudi;Zone FIMU;Français;Touriste Français;11 jours;Periode normale;12477
2017-05-11;Jeudi;Zone FIMU;Français;Touriste Français;12 jours;Periode normale;12477
2017-05-11;Jeudi;Zone FIMU;Français;Touriste Français;13 jours;Periode normale;12477
2017-05-11;Jeudi;Zone FIMU;Français;Touriste Français;14 jours;Periode normale;12477
2017-05-12;Vendredi;Zone FIMU;Etranger;Touriste Etranger;01 jours;Periode normale;193
2017-05-12;Vendredi;Zone FIMU;Etranger;Touriste Etranger;02 jours;Periode normale;335
2017-05-12;Vendredi;Zone FIMU;Etranger;Touriste Etranger;03 jours;Periode normale;430
2017-05-12;Vendredi;Zone FIMU;Etranger;Touriste Etranger;04 jours;Periode normale;430
2017-05-12;Vendredi;Zone FIMU;Etranger;Touriste Etranger;05 jours;Periode normale;430
2017-05-12;Vendredi;Zone FIMU;Etranger;Touriste Etranger;06 jours;Periode normale;430
2017-05-12;Vendredi;Zone FIMU;Etranger;Touriste Etranger;07 jours;Periode normale;430
2017-05-12;Vendredi;Zone FIMU;Etranger;Touriste Etranger;08 jours;Periode normale;430
2017-05-12;Vendredi;Zone FIMU;Etranger;Touriste Etranger;09 jours;Periode normale;430
2017-05-12;Vendredi;Zone FIMU;Etranger;Touriste Etranger;10 jours;Periode normale;430
2017-05-12;Vendredi;Zone FIMU;Etranger;Touriste Etranger;11 jours;Periode normale;430
2017-05-12;Vendredi;Zone FIMU;Etranger;Touriste Etranger;12 jours;Periode normale;430
2017-05-12;Vendredi;Zone FIMU;Etranger;Touriste Etranger;13 jours;Periode normale;430
2017-05-12;Vendredi;Zone FIMU;Etranger;Touriste Etranger;14 jours;Periode normale;430
2017-05-12;Vendredi;Zone FIMU;Français;Resident;01 jours;Periode normale;17075
2017-05-12;Vendredi;Zone FIMU;Français;Resident;02 jours;Periode normale;23382
2017-05-12;Vendredi;Zone FIMU;Français;Resident;03 jours;Periode normale;27319
2017-05-12;Vendredi;Zone FIMU;Français;Resident;04 jours;Periode normale;27319
2017-05-12;Vendredi;Zone FIMU;Français;Resident;05 jours;Periode normale;27319
2017-05-12;Vendredi;Zone FIMU;Français;Resident;06 jours;Periode normale;27319
2017-05-12;Vendredi;Zone FIMU;Français;Resident;07 jours;Periode normale;27319
2017-05-12;Vendredi;Zone FIMU;Français;Resident;08 jours;Periode normale;27319
2017-05-12;Vendredi;Zone FIMU;Français;Resident;09 jours;Periode normale;27319
2017-05-12;Vendredi;Zone FIMU;Français;Resident;10 jours;Periode normale;27319
2017-05-12;Vendredi;Zone FIMU;Français;Resident;11 jours;Periode normale;27319
2017-05-12;Vendredi;Zone FIMU;Français;Resident;12 jours;Periode normale;27319
2017-05-12;Vendredi;Zone FIMU;Français;Resident;13 jours;Periode normale;27319
2017-05-12;Vendredi;Zone FIMU;Français;Resident;14 jours;Periode normale;27319
2017-05-12;Vendredi;Zone FIMU;Français;Touriste Français;01 jours;Periode normale;8285
2017-05-12;Vendredi;Zone FIMU;Français;Touriste Français;02 jours;Periode normale;12516
2017-05-12;Vendredi;Zone FIMU;Français;Touriste Français;03 jours;Periode normale;16000
2017-05-12;Vendredi;Zone FIMU;Français;Touriste Français;04 jours;Periode normale;16000
2017-05-12;Vendredi;Zone FIMU;Français;Touriste Français;05 jours;Periode normale;16000
2017-05-12;Vendredi;Zone FIMU;Français;Touriste Français;06 jours;Periode normale;16000
2017-05-12;Vendredi;Zone FIMU;Français;Touriste Français;07 jours;Periode normale;16000
2017-05-12;Vendredi;Zone FIMU;Français;Touriste Français;08 jours;Periode normale;16000
2017-05-12;Vendredi;Zone FIMU;Français;Touriste Français;09 jours;Periode normale;16000
2017-05-12;Vendredi;Zone FIMU;Français;Touriste Français;10 jours;Periode normale;16000
2017-05-12;Vendredi;Zone FIMU;Français;Touriste Français;11 jours;Periode normale;16000
2017-05-12;Vendredi;Zone FIMU;Français;Touriste Français;12 jours;Periode normale;16000
2017-05-12;Vendredi;Zone FIMU;Français;Touriste Français;13 jours;Periode normale;16000
2017-05-12;Vendredi;Zone FIMU;Français;Touriste Français;14 jours;Periode normale;16000
2017-05-13;Samedi;Zone FIMU;Etranger;Touriste Etranger;02 jours;Periode normale;193
2017-05-13;Samedi;Zone FIMU;Etranger;Touriste Etranger;03 jours;Periode normale;340
2017-05-13;Samedi;Zone FIMU;Etranger;Touriste Etranger;04 jours;Periode normale;435
2017-05-13;Samedi;Zone FIMU;Etranger;Touriste Etranger;05 jours;Periode normale;435
2017-05-13;Samedi;Zone FIMU;Etranger;Touriste Etranger;06 jours;Periode normale;435
2017-05-13;Samedi;Zone FIMU;Etranger;Touriste Etranger;07 jours;Periode normale;435
2017-05-13;Samedi;Zone FIMU;Etranger;Touriste Etranger;08 jours;Periode normale;435
2017-05-13;Samedi;Zone FIMU;Etranger;Touriste Etranger;09 jours;Periode normale;435
2017-05-13;Samedi;Zone FIMU;Etranger;Touriste Etranger;10 jours;Periode normale;435
2017-05-13;Samedi;Zone FIMU;Etranger;Touriste Etranger;11 jours;Periode normale;435
2017-05-13;Samedi;Zone FIMU;Etranger;Touriste Etranger;12 jours;Periode normale;435
2017-05-13;Samedi;Zone FIMU;Etranger;Touriste Etranger;13 jours;Periode normale;435
2017-05-13;Samedi;Zone FIMU;Etranger;Touriste Etranger;14 jours;Periode normale;435
2017-05-13;Samedi;Zone FIMU;Français;Resident;01 jours;Periode normale;76
2017-05-13;Samedi;Zone FIMU;Français;Resident;02 jours;Periode normale;249684
2017-05-13;Samedi;Zone FIMU;Français;Resident;03 jours;Periode normale;342177
2017-05-13;Samedi;Zone FIMU;Français;Resident;04 jours;Periode normale;400953
2017-05-13;Samedi;Zone FIMU;Français;Resident;05 jours;Periode normale;400953
2017-05-13;Samedi;Zone FIMU;Français;Resident;06 jours;Periode normale;400953
2017-05-13;Samedi;Zone FIMU;Français;Resident;07 jours;Periode normale;400953
2017-05-13;Samedi;Zone FIMU;Français;Resident;08 jours;Periode normale;400953
2017-05-13;Samedi;Zone FIMU;Français;Resident;09 jours;Periode normale;400953
2017-05-13;Samedi;Zone FIMU;Français;Resident;10 jours;Periode normale;400953
2017-05-13;Samedi;Zone FIMU;Français;Resident;11 jours;Periode normale;400953
2017-05-13;Samedi;Zone FIMU;Français;Resident;12 jours;Periode normale;400953
2017-05-13;Samedi;Zone FIMU;Français;Resident;13 jours;Periode normale;400953
2017-05-13;Samedi;Zone FIMU;Français;Resident;14 jours;Periode normale;400953
2017-05-13;Samedi;Zone FIMU;Français;Touriste Etranger;01 jours;Periode normale;76
2017-05-13;Samedi;Zone FIMU;Français;Touriste Français;01 jours;Periode normale;76
2017-05-13;Samedi;Zone FIMU;Français;Touriste Français;02 jours;Periode normale;121828
2017-05-13;Samedi;Zone FIMU;Français;Touriste Français;03 jours;Periode normale;186463
2017-05-13;Samedi;Zone FIMU;Français;Touriste Français;04 jours;Periode normale;239850
2017-05-13;Samedi;Zone FIMU;Français;Touriste Français;05 jours;Periode normale;239850
2017-05-13;Samedi;Zone FIMU;Français;Touriste Français;06 jours;Periode normale;239850
2017-05-13;Samedi;Zone FIMU;Français;Touriste Français;07 jours;Periode normale;239850
2017-05-13;Samedi;Zone FIMU;Français;Touriste Français;08 jours;Periode normale;239850
2017-05-13;Samedi;Zone FIMU;Français;Touriste Français;09 jours;Periode normale;239850
2017-05-13;Samedi;Zone FIMU;Français;Touriste Français;10 jours;Periode normale;239850
2017-05-13;Samedi;Zone FIMU;Français;Touriste Français;11 jours;Periode normale;239850
2017-05-13;Samedi;Zone FIMU;Français;Touriste Français;12 jours;Periode normale;239850
2017-05-13;Samedi;Zone FIMU;Français;Touriste Français;13 jours;Periode normale;239850
2017-05-13;Samedi;Zone FIMU;Français;Touriste Français;14 jours;Periode normale;239850
2017-05-14;Dimanche;Zone FIMU;Etranger;Touriste Etranger;01 jours;Periode normale;228
2017-05-14;Dimanche;Zone FIMU;Etranger;Touriste Etranger;02 jours;Periode normale;228
2017-05-14;Dimanche;Zone FIMU;Etranger;Touriste Etranger;03 jours;Periode normale;345
2017-05-14;Dimanche;Zone FIMU;Etranger;Touriste Etranger;04 jours;Periode normale;476
2017-05-14;Dimanche;Zone FIMU;Etranger;Touriste Etranger;05 jours;Periode normale;566
2017-05-14;Dimanche;Zone FIMU;Etranger;Touriste Etranger;06 jours;Periode normale;566
2017-05-14;Dimanche;Zone FIMU;Etranger;Touriste Etranger;07 jours;Periode normale;566
2017-05-14;Dimanche;Zone FIMU;Etranger;Touriste Etranger;08 jours;Periode normale;566
2017-05-14;Dimanche;Zone FIMU;Etranger;Touriste Etranger;09 jours;Periode normale;566
2017-05-14;Dimanche;Zone FIMU;Etranger;Touriste Etranger;10 jours;Periode normale;566
2017-05-14;Dimanche;Zone FIMU;Etranger;Touriste Etranger;11 jours;Periode normale;566
2017-05-14;Dimanche;Zone FIMU;Etranger;Touriste Etranger;12 jours;Periode normale;566
2017-05-14;Dimanche;Zone FIMU;Etranger;Touriste Etranger;13 jours;Periode normale;566
2017-05-14;Dimanche;Zone FIMU;Etranger;Touriste Etranger;14 jours;Periode normale;566
2017-05-14;Dimanche;Zone FIMU;Français;Resident;01 jours;Periode normale;10547
2017-05-14;Dimanche;Zone FIMU;Français;Resident;02 jours;Periode normale;10547
2017-05-14;Dimanche;Zone FIMU;Français;Resident;03 jours;Periode normale;20822
2017-05-14;Dimanche;Zone FIMU;Français;Resident;04 jours;Periode normale;26203
2017-05-14;Dimanche;Zone FIMU;Français;Resident;05 jours;Periode normale;29671
2017-05-14;Dimanche;Zone FIMU;Français;Resident;06 jours;Periode normale;29671
2017-05-14;Dimanche;Zone FIMU;Français;Resident;07 jours;Periode normale;29671
2017-05-14;Dimanche;Zone FIMU;Français;Resident;08 jours;Periode normale;29671
2017-05-14;Dimanche;Zone FIMU;Français;Resident;09 jours;Periode normale;29671
2017-05-14;Dimanche;Zone FIMU;Français;Resident;10 jours;Periode normale;29671
2017-05-14;Dimanche;Zone FIMU;Français;Resident;11 jours;Periode normale;29671
2017-05-14;Dimanche;Zone FIMU;Français;Resident;12 jours;Periode normale;29671
2017-05-14;Dimanche;Zone FIMU;Français;Resident;13 jours;Periode normale;29671
2017-05-14;Dimanche;Zone FIMU;Français;Resident;14 jours;Periode normale;29671
2017-05-14;Dimanche;Zone FIMU;Français;Touriste Français;01 jours;Periode normale;4805
2017-05-14;Dimanche;Zone FIMU;Français;Touriste Français;02 jours;Periode normale;4805
2017-05-14;Dimanche;Zone FIMU;Français;Touriste Français;03 jours;Periode normale;10504
2017-05-14;Dimanche;Zone FIMU;Français;Touriste Français;04 jours;Periode normale;14505
2017-05-14;Dimanche;Zone FIMU;Français;Touriste Français;05 jours;Periode normale;17801
2017-05-14;Dimanche;Zone FIMU;Français;Touriste Français;06 jours;Periode normale;17801
2017-05-14;Dimanche;Zone FIMU;Français;Touriste Français;07 jours;Periode normale;17801
2017-05-14;Dimanche;Zone FIMU;Français;Touriste Français;08 jours;Periode normale;17801
2017-05-14;Dimanche;Zone FIMU;Français;Touriste Français;09 jours;Periode normale;17801
2017-05-14;Dimanche;Zone FIMU;Français;Touriste Français;10 jours;Periode normale;17801
2017-05-14;Dimanche;Zone FIMU;Français;Touriste Français;11 jours;Periode normale;17801
2017-05-14;Dimanche;Zone FIMU;Français;Touriste Français;12 jours;Periode normale;17801
2017-05-14;Dimanche;Zone FIMU;Français;Touriste Français;13 jours;Periode normale;17801
2017-05-14;Dimanche;Zone FIMU;Français;Touriste Français;14 jours;Periode normale;17801
2017-05-15;Lundi;Zone FIMU;Etranger;Touriste Etranger;01 jours;Periode normale;256
2017-05-15;Lundi;Zone FIMU;Etranger;Touriste Etranger;02 jours;Periode normale;386
2017-05-15;Lundi;Zone FIMU;Etranger;Touriste Etranger;03 jours;Periode normale;386
2017-05-15;Lundi;Zone FIMU;Etranger;Touriste Etranger;04 jours;Periode normale;479
2017-05-15;Lundi;Zone FIMU;Etranger;Touriste Etranger;05 jours;Periode normale;597
2017-05-15;Lundi;Zone FIMU;Etranger;Touriste Etranger;06 jours;Periode normale;681
2017-05-15;Lundi;Zone FIMU;Etranger;Touriste Etranger;07 jours;Periode normale;681
2017-05-15;Lundi;Zone FIMU;Etranger;Touriste Etranger;08 jours;Periode normale;681
2017-05-15;Lundi;Zone FIMU;Etranger;Touriste Etranger;09 jours;Periode normale;681
2017-05-15;Lundi;Zone FIMU;Etranger;Touriste Etranger;10 jours;Periode normale;681
2017-05-15;Lundi;Zone FIMU;Etranger;Touriste Etranger;11 jours;Periode normale;681
2017-05-15;Lundi;Zone FIMU;Etranger;Touriste Etranger;12 jours;Periode normale;681
2017-05-15;Lundi;Zone FIMU;Etranger;Touriste Etranger;13 jours;Periode normale;681
2017-05-15;Lundi;Zone FIMU;Etranger;Touriste Etranger;14 jours;Periode normale;681
2017-05-15;Lundi;Zone FIMU;Français;Resident;01 jours;Periode normale;14966
2017-05-15;Lundi;Zone FIMU;Français;Resident;02 jours;Periode normale;18552
2017-05-15;Lundi;Zone FIMU;Français;Resident;03 jours;Periode normale;18552
2017-05-15;Lundi;Zone FIMU;Français;Resident;04 jours;Periode normale;24800
2017-05-15;Lundi;Zone FIMU;Français;Resident;05 jours;Periode normale;29246
2017-05-15;Lundi;Zone FIMU;Français;Resident;06 jours;Periode normale;32169
2017-05-15;Lundi;Zone FIMU;Français;Resident;07 jours;Periode normale;32169
2017-05-15;Lundi;Zone FIMU;Français;Resident;08 jours;Periode normale;32169
2017-05-15;Lundi;Zone FIMU;Français;Resident;09 jours;Periode normale;32169
2017-05-15;Lundi;Zone FIMU;Français;Resident;10 jours;Periode normale;32169
2017-05-15;Lundi;Zone FIMU;Français;Resident;11 jours;Periode normale;32169
2017-05-15;Lundi;Zone FIMU;Français;Resident;12 jours;Periode normale;32169
2017-05-15;Lundi;Zone FIMU;Français;Resident;13 jours;Periode normale;32169
2017-05-15;Lundi;Zone FIMU;Français;Resident;14 jours;Periode normale;32169
2017-05-15;Lundi;Zone FIMU;Français;Touriste Français;01 jours;Periode normale;7548
2017-05-15;Lundi;Zone FIMU;Français;Touriste Français;02 jours;Periode normale;9849
2017-05-15;Lundi;Zone FIMU;Français;Touriste Français;03 jours;Periode normale;9849
2017-05-15;Lundi;Zone FIMU;Français;Touriste Français;04 jours;Periode normale;13860
2017-05-15;Lundi;Zone FIMU;Français;Touriste Français;05 jours;Periode normale;17324
2017-05-15;Lundi;Zone FIMU;Français;Touriste Français;06 jours;Periode normale;20416
2017-05-15;Lundi;Zone FIMU;Français;Touriste Français;07 jours;Periode normale;20416
2017-05-15;Lundi;Zone FIMU;Français;Touriste Français;08 jours;Periode normale;20416
2017-05-15;Lundi;Zone FIMU;Français;Touriste Français;09 jours;Periode normale;20416
2017-05-15;Lundi;Zone FIMU;Français;Touriste Français;10 jours;Periode normale;20416
2017-05-15;Lundi;Zone FIMU;Français;Touriste Français;11 jours;Periode normale;20416
2017-05-15;Lundi;Zone FIMU;Français;Touriste Français;12 jours;Periode normale;20416
2017-05-15;Lundi;Zone FIMU;Français;Touriste Français;13 jours;Periode normale;20416
2017-05-15;Lundi;Zone FIMU;Français;Touriste Français;14 jours;Periode normale;20416
2017-05-16;Mardi;Zone FIMU;Etranger;Touriste Etranger;01 jours;Periode normale;257
2017-05-16;Mardi;Zone FIMU;Etranger;Touriste Etranger;02 jours;Periode normale;381
2017-05-16;Mardi;Zone FIMU;Etranger;Touriste Etranger;03 jours;Periode normale;499
2017-05-16;Mardi;Zone FIMU;Etranger;Touriste Etranger;04 jours;Periode normale;499
2017-05-16;Mardi;Zone FIMU;Etranger;Touriste Etranger;05 jours;Periode normale;584
2017-05-16;Mardi;Zone FIMU;Etranger;Touriste Etranger;06 jours;Periode normale;702
2017-05-16;Mardi;Zone FIMU;Etranger;Touriste Etranger;07 jours;Periode normale;786
2017-05-16;Mardi;Zone FIMU;Etranger;Touriste Etranger;08 jours;Periode normale;786
2017-05-16;Mardi;Zone FIMU;Etranger;Touriste Etranger;09 jours;Periode normale;786
2017-05-16;Mardi;Zone FIMU;Etranger;Touriste Etranger;10 jours;Periode normale;786
2017-05-16;Mardi;Zone FIMU;Etranger;Touriste Etranger;11 jours;Periode normale;786
2017-05-16;Mardi;Zone FIMU;Etranger;Touriste Etranger;12 jours;Periode normale;786
2017-05-16;Mardi;Zone FIMU;Etranger;Touriste Etranger;13 jours;Periode normale;786
2017-05-16;Mardi;Zone FIMU;Etranger;Touriste Etranger;14 jours;Periode normale;786
2017-05-16;Mardi;Zone FIMU;Français;Resident;01 jours;Periode normale;15849
2017-05-16;Mardi;Zone FIMU;Français;Resident;02 jours;Periode normale;20686
2017-05-16;Mardi;Zone FIMU;Français;Resident;03 jours;Periode normale;23625
2017-05-16;Mardi;Zone FIMU;Français;Resident;04 jours;Periode normale;23625
2017-05-16;Mardi;Zone FIMU;Français;Resident;05 jours;Periode normale;28884
2017-05-16;Mardi;Zone FIMU;Français;Resident;06 jours;Periode normale;32692
2017-05-16;Mardi;Zone FIMU;Français;Resident;07 jours;Periode normale;35158
2017-05-16;Mardi;Zone FIMU;Français;Resident;08 jours;Periode normale;35158
2017-05-16;Mardi;Zone FIMU;Français;Resident;09 jours;Periode normale;35158
2017-05-16;Mardi;Zone FIMU;Français;Resident;10 jours;Periode normale;35158
2017-05-16;Mardi;Zone FIMU;Français;Resident;11 jours;Periode normale;35158
2017-05-16;Mardi;Zone FIMU;Français;Resident;12 jours;Periode normale;35158
2017-05-16;Mardi;Zone FIMU;Français;Resident;13 jours;Periode normale;35158
2017-05-16;Mardi;Zone FIMU;Français;Resident;14 jours;Periode normale;35158
2017-05-16;Mardi;Zone FIMU;Français;Touriste Français;01 jours;Periode normale;8421
2017-05-16;Mardi;Zone FIMU;Français;Touriste Français;02 jours;Periode normale;11622
2017-05-16;Mardi;Zone FIMU;Français;Touriste Français;03 jours;Periode normale;13662
2017-05-16;Mardi;Zone FIMU;Français;Touriste Français;04 jours;Periode normale;13662
2017-05-16;Mardi;Zone FIMU;Français;Touriste Français;05 jours;Periode normale;17158
2017-05-16;Mardi;Zone FIMU;Français;Touriste Français;06 jours;Periode normale;20226
2017-05-16;Mardi;Zone FIMU;Français;Touriste Français;07 jours;Periode normale;23081
2017-05-16;Mardi;Zone FIMU;Français;Touriste Français;08 jours;Periode normale;23081
2017-05-16;Mardi;Zone FIMU;Français;Touriste Français;09 jours;Periode normale;23081
2017-05-16;Mardi;Zone FIMU;Français;Touriste Français;10 jours;Periode normale;23081
2017-05-16;Mardi;Zone FIMU;Français;Touriste Français;11 jours;Periode normale;23081
2017-05-16;Mardi;Zone FIMU;Français;Touriste Français;12 jours;Periode normale;23081
2017-05-16;Mardi;Zone FIMU;Français;Touriste Français;13 jours;Periode normale;23081
2017-05-16;Mardi;Zone FIMU;Français;Touriste Français;14 jours;Periode normale;23081
2017-05-17;Mercredi;Zone FIMU;Etranger;Touriste Etranger;01 jours;Periode normale;259
2017-05-17;Mercredi;Zone FIMU;Etranger;Touriste Etranger;02 jours;Periode normale;425
2017-05-17;Mercredi;Zone FIMU;Etranger;Touriste Etranger;03 jours;Periode normale;535
2017-05-17;Mercredi;Zone FIMU;Etranger;Touriste Etranger;04 jours;Periode normale;653
2017-05-17;Mercredi;Zone FIMU;Etranger;Touriste Etranger;05 jours;Periode normale;653
2017-05-17;Mercredi;Zone FIMU;Etranger;Touriste Etranger;06 jours;Periode normale;738
2017-05-17;Mercredi;Zone FIMU;Etranger;Touriste Etranger;07 jours;Periode normale;854
2017-05-17;Mercredi;Zone FIMU;Etranger;Touriste Etranger;08 jours;Periode normale;930
2017-05-17;Mercredi;Zone FIMU;Etranger;Touriste Etranger;09 jours;Periode normale;930
2017-05-17;Mercredi;Zone FIMU;Etranger;Touriste Etranger;10 jours;Periode normale;930
2017-05-17;Mercredi;Zone FIMU;Etranger;Touriste Etranger;11 jours;Periode normale;930
2017-05-17;Mercredi;Zone FIMU;Etranger;Touriste Etranger;12 jours;Periode normale;930
2017-05-17;Mercredi;Zone FIMU;Etranger;Touriste Etranger;13 jours;Periode normale;930
2017-05-17;Mercredi;Zone FIMU;Etranger;Touriste Etranger;14 jours;Periode normale;930
2017-05-17;Mercredi;Zone FIMU;Français;Resident;01 jours;Periode normale;15243
2017-05-17;Mercredi;Zone FIMU;Français;Resident;02 jours;Periode normale;21676
2017-05-17;Mercredi;Zone FIMU;Français;Resident;03 jours;Periode normale;25066
