Date;JourDeLaSemaine;TypeNuitee;CategorieVisiteurs;ZoneNuitee;Volume
2016-06-03;Vendredi;Veille;Touriste Etranger;Haut Rhin Sud;#
2016-06-03;Vendredi;Veille;Touriste Etranger;Haut Rhin Nord;#
2016-06-04;Samedi;Veille;Résident ;Ville de Belfort;5981
2016-06-04;Samedi;Veille;Résident ;Agglomeration de Belfort;1526
2016-06-04;Samedi;Veille;Résident ;Agglomeration de Montbeliard;61
2016-06-04;Samedi;Veille;Résident ;Agglomeration de Hericourt;71
2016-06-04;Samedi;Veille;Résident ;Reste Territoire de Belfort;686
2016-06-04;Samedi;Veille;Résident ;Reste Haute Saone;40
2016-06-04;Samedi;Veille;Résident ;Haut Rhin Sud;40
2016-06-04;Samedi;Veille;Touriste Français;Ville de Belfort;807
2016-06-04;Samedi;Veille;Touriste Français;Agglomeration de Belfort;197
2016-06-04;Samedi;Veille;Touriste Français;Agglomeration de Montbeliard;570
2016-06-04;Samedi;Veille;Touriste Français;Agglomeration de Hericourt;215
2016-06-04;Samedi;Veille;Touriste Français;Reste Territoire de Belfort;63
2016-06-04;Samedi;Veille;Touriste Français;Reste Haute Saone;210
2016-06-04;Samedi;Veille;Touriste Français;Reste Doubs;265
2016-06-04;Samedi;Veille;Touriste Français;Haut Rhin Sud;128
2016-06-04;Samedi;Veille;Touriste Français;Haut Rhin Nord;69
2016-06-04;Samedi;Veille;Touriste Français;Vosges;51
2016-06-04;Samedi;Veille;Touriste Etranger;Ville de Belfort;235
2016-06-04;Samedi;Veille;Touriste Etranger;Agglomeration de Belfort;34
2016-06-04;Samedi;Veille;Touriste Etranger;Agglomeration de Montbeliard;28
2016-06-04;Samedi;Veille;Touriste Etranger;Reste Territoire de Belfort;#
2016-06-04;Samedi;Veille;Touriste Etranger;Reste Haute Saone;#
2016-06-04;Samedi;Veille;Touriste Etranger;Haut Rhin Sud;#
2016-06-04;Samedi;Veille;Touriste Etranger;Haut Rhin Nord;#
2016-06-05;Dimanche;Veille;Résident ;Ville de Belfort;4661
2016-06-05;Dimanche;Veille;Résident ;Agglomeration de Belfort;563
2016-06-05;Dimanche;Veille;Résident ;Agglomeration de Montbeliard;40
2016-06-05;Dimanche;Veille;Résident ;Agglomeration de Hericourt;#
2016-06-05;Dimanche;Veille;Résident ;Reste Territoire de Belfort;163
2016-06-05;Dimanche;Veille;Résident ;Reste Haute Saone;#
2016-06-05;Dimanche;Veille;Résident ;Reste Doubs;40
2016-06-05;Dimanche;Veille;Résident ;Haut Rhin Sud;40
2016-06-05;Dimanche;Veille;Résident ;Vosges;#
2016-06-05;Dimanche;Veille;Touriste Français;Ville de Belfort;806
2016-06-05;Dimanche;Veille;Touriste Français;Agglomeration de Belfort;43
2016-06-05;Dimanche;Veille;Touriste Français;Agglomeration de Montbeliard;252
2016-06-05;Dimanche;Veille;Touriste Français;Agglomeration de Hericourt;62
2016-06-05;Dimanche;Veille;Touriste Français;Reste Territoire de Belfort;22
2016-06-05;Dimanche;Veille;Touriste Français;Reste Haute Saone;82
2016-06-05;Dimanche;Veille;Touriste Français;Reste Doubs;167
2016-06-05;Dimanche;Veille;Touriste Français;Haut Rhin Sud;109
2016-06-05;Dimanche;Veille;Touriste Français;Haut Rhin Nord;79
2016-06-05;Dimanche;Veille;Touriste Français;Vosges;#
2016-06-05;Dimanche;Veille;Touriste Etranger;Ville de Belfort;273
2016-06-05;Dimanche;Veille;Touriste Etranger;Agglomeration de Belfort;#
2016-06-05;Dimanche;Veille;Touriste Etranger;Agglomeration de Montbeliard;#
2016-06-05;Dimanche;Veille;Touriste Etranger;Agglomeration de Hericourt;#
2016-06-05;Dimanche;Veille;Touriste Etranger;Reste Territoire de Belfort;#
2016-06-05;Dimanche;Veille;Touriste Etranger;Reste Haute Saone;#
2016-06-05;Dimanche;Veille;Touriste Etranger;Reste Doubs;#
2016-06-05;Dimanche;Veille;Touriste Etranger;Haut Rhin Sud;#
2016-06-05;Dimanche;Veille;Touriste Etranger;Haut Rhin Nord;#
2016-06-06;Lundi;Veille;Résident ;Ville de Belfort;6401
2016-06-06;Lundi;Veille;Résident ;Agglomeration de Belfort;1856
2016-06-06;Lundi;Veille;Résident ;Agglomeration de Montbeliard;143
2016-06-06;Lundi;Veille;Résident ;Agglomeration de Hericourt;112
2016-06-06;Lundi;Veille;Résident ;Reste Territoire de Belfort;1036
2016-06-06;Lundi;Veille;Résident ;Reste Haute Saone;71
2016-06-06;Lundi;Veille;Résident ;Reste Doubs;61
2016-06-06;Lundi;Veille;Résident ;Haut Rhin Sud;41
2016-06-06;Lundi;Veille;Résident ;Haut Rhin Nord;#
2016-06-06;Lundi;Veille;Touriste Français;Ville de Belfort;879
2016-06-06;Lundi;Veille;Touriste Français;Agglomeration de Belfort;155
2016-06-06;Lundi;Veille;Touriste Français;Agglomeration de Montbeliard;403
2016-06-06;Lundi;Veille;Touriste Français;Agglomeration de Hericourt;151
2016-06-06;Lundi;Veille;Touriste Français;Reste Territoire de Belfort;33
2016-06-06;Lundi;Veille;Touriste Français;Reste Haute Saone;234
2016-06-06;Lundi;Veille;Touriste Français;Reste Doubs;238
2016-06-06;Lundi;Veille;Touriste Français;Haut Rhin Sud;257
2016-06-06;Lundi;Veille;Touriste Français;Haut Rhin Nord;21
2016-06-06;Lundi;Veille;Touriste Français;Vosges;33
2016-06-06;Lundi;Veille;Touriste Etranger;Ville de Belfort;219
2016-06-06;Lundi;Veille;Touriste Etranger;Agglomeration de Belfort;28
2016-06-06;Lundi;Veille;Touriste Etranger;Agglomeration de Montbeliard;#
2016-06-06;Lundi;Veille;Touriste Etranger;Reste Territoire de Belfort;#
2016-06-06;Lundi;Veille;Touriste Etranger;Reste Haute Saone;#
2016-06-06;Lundi;Veille;Touriste Etranger;Reste Doubs;#
2016-06-06;Lundi;Veille;Touriste Etranger;Haut Rhin Sud;#
2016-06-06;Lundi;Veille;Touriste Etranger;Haut Rhin Nord;#
2016-06-07;Mardi;Veille;Résident ;Ville de Belfort;6422
2016-06-07;Mardi;Veille;Résident ;Agglomeration de Belfort;2154
2016-06-07;Mardi;Veille;Résident ;Agglomeration de Montbeliard;102
2016-06-07;Mardi;Veille;Résident ;Agglomeration de Hericourt;61
2016-06-07;Mardi;Veille;Résident ;Reste Territoire de Belfort;1179
2016-06-07;Mardi;Veille;Résident ;Reste Haute Saone;#
2016-06-07;Mardi;Veille;Résident ;Haut Rhin Sud;71
2016-06-07;Mardi;Veille;Résident ;Vosges;#
2016-06-07;Mardi;Veille;Touriste Français;Ville de Belfort;1024
2016-06-07;Mardi;Veille;Touriste Français;Agglomeration de Belfort;185
2016-06-07;Mardi;Veille;Touriste Français;Agglomeration de Montbeliard;471
2016-06-07;Mardi;Veille;Touriste Français;Agglomeration de Hericourt;172
2016-06-07;Mardi;Veille;Touriste Français;Reste Territoire de Belfort;52
2016-06-07;Mardi;Veille;Touriste Français;Reste Haute Saone;175
2016-06-07;Mardi;Veille;Touriste Français;Reste Doubs;216
2016-06-07;Mardi;Veille;Touriste Français;Haut Rhin Sud;192
2016-06-07;Mardi;Veille;Touriste Français;Haut Rhin Nord;#
2016-06-07;Mardi;Veille;Touriste Français;Vosges;#
2016-06-07;Mardi;Veille;Touriste Etranger;Ville de Belfort;281
2016-06-07;Mardi;Veille;Touriste Etranger;Agglomeration de Belfort;22
2016-06-07;Mardi;Veille;Touriste Etranger;Agglomeration de Montbeliard;#
2016-06-07;Mardi;Veille;Touriste Etranger;Agglomeration de Hericourt;#
2016-06-07;Mardi;Veille;Touriste Etranger;Reste Territoire de Belfort;#
2016-06-07;Mardi;Veille;Touriste Etranger;Reste Haute Saone;#
2016-06-07;Mardi;Veille;Touriste Etranger;Reste Doubs;#
2016-06-07;Mardi;Veille;Touriste Etranger;Haut Rhin Sud;#
2016-06-07;Mardi;Veille;Touriste Etranger;Haut Rhin Nord;#
