Date;JourDeLaSemaine;DureeVisite;CategorieVisiteurs;ZoneAnalyse;Volume
2016-05-15;Dimanche;Duree10h;Touriste Français;All-FIMU;300
2016-05-15;Dimanche;Duree10h;Touriste Etranger;All-FIMU;76
2016-05-15;Dimanche;Duree10h-18h;Résident ;All-FIMU;2699
2016-05-15;Dimanche;Duree10h-18h;Touriste Français;All-FIMU;764
2016-05-15;Dimanche;Duree10h-18h;Touriste Etranger;All-FIMU;326
2016-05-16;Lundi;Duree1h;Résident ;All-FIMU;2490
2016-05-16;Lundi;Duree1h;Touriste Français;All-FIMU;1307
2016-05-16;Lundi;Duree1h;Touriste Etranger;All-FIMU;325
2016-05-16;Lundi;Duree2h;Résident ;All-FIMU;1936
2016-05-16;Lundi;Duree2h;Touriste Français;All-FIMU;1376
2016-05-16;Lundi;Duree2h;Touriste Etranger;All-FIMU;224
2016-05-16;Lundi;Duree3h;Résident ;All-FIMU;2752
2016-05-16;Lundi;Duree3h;Touriste Français;All-FIMU;1482
2016-05-16;Lundi;Duree3h;Touriste Etranger;All-FIMU;271
2016-05-16;Lundi;Duree4h;Résident ;All-FIMU;1936
2016-05-16;Lundi;Duree4h;Touriste Français;All-FIMU;1040
2016-05-16;Lundi;Duree4h;Touriste Etranger;All-FIMU;396
2016-05-16;Lundi;Duree5h;Résident ;All-FIMU;1149
2016-05-16;Lundi;Duree5h;Touriste Français;All-FIMU;551
2016-05-16;Lundi;Duree5h;Touriste Etranger;All-FIMU;102
2016-05-16;Lundi;Duree6h;Résident ;All-FIMU;1038
2016-05-16;Lundi;Duree6h;Touriste Français;All-FIMU;607
2016-05-16;Lundi;Duree6h;Touriste Etranger;All-FIMU;147
2016-05-16;Lundi;Duree7h;Résident ;All-FIMU;655
2016-05-16;Lundi;Duree7h;Touriste Français;All-FIMU;237
2016-05-16;Lundi;Duree7h;Touriste Etranger;All-FIMU;67
2016-05-16;Lundi;Duree8h;Résident ;All-FIMU;524
2016-05-16;Lundi;Duree8h;Touriste Français;All-FIMU;221
2016-05-16;Lundi;Duree8h;Touriste Etranger;All-FIMU;46
2016-05-16;Lundi;Duree9h;Résident ;All-FIMU;594
2016-05-16;Lundi;Duree9h;Touriste Français;All-FIMU;242
2016-05-16;Lundi;Duree9h;Touriste Etranger;All-FIMU;42
2016-05-16;Lundi;Duree10h;Résident ;All-FIMU;393
2016-05-16;Lundi;Duree10h;Touriste Français;All-FIMU;119
2016-05-16;Lundi;Duree10h;Touriste Etranger;All-FIMU;#
2016-05-16;Lundi;Duree10h-18h;Résident ;All-FIMU;2571
2016-05-16;Lundi;Duree10h-18h;Touriste Français;All-FIMU;528
2016-05-16;Lundi;Duree10h-18h;Touriste Etranger;All-FIMU;153
2016-05-17;Mardi;Duree1h;Résident ;All-FIMU;4674
2016-05-17;Mardi;Duree1h;Touriste Français;All-FIMU;1564
2016-05-17;Mardi;Duree1h;Touriste Etranger;All-FIMU;311
2016-05-17;Mardi;Duree2h;Résident ;All-FIMU;2634
2016-05-17;Mardi;Duree2h;Touriste Français;All-FIMU;685
2016-05-17;Mardi;Duree2h;Touriste Etranger;All-FIMU;160
2016-05-17;Mardi;Duree3h;Résident ;All-FIMU;2655
2016-05-17;Mardi;Duree3h;Touriste Français;All-FIMU;655
2016-05-17;Mardi;Duree3h;Touriste Etranger;All-FIMU;162
2016-05-17;Mardi;Duree4h;Résident ;All-FIMU;1918
2016-05-17;Mardi;Duree4h;Touriste Français;All-FIMU;543
2016-05-17;Mardi;Duree4h;Touriste Etranger;All-FIMU;271
2016-05-17;Mardi;Duree5h;Résident ;All-FIMU;999
2016-05-17;Mardi;Duree5h;Touriste Français;All-FIMU;278
2016-05-17;Mardi;Duree5h;Touriste Etranger;All-FIMU;62
2016-05-17;Mardi;Duree6h;Résident ;All-FIMU;1312
2016-05-17;Mardi;Duree6h;Touriste Français;All-FIMU;497
2016-05-17;Mardi;Duree6h;Touriste Etranger;All-FIMU;66
2016-05-17;Mardi;Duree7h;Résident ;All-FIMU;959
2016-05-17;Mardi;Duree7h;Touriste Français;All-FIMU;222
2016-05-17;Mardi;Duree7h;Touriste Etranger;All-FIMU;34
2016-05-17;Mardi;Duree8h;Résident ;All-FIMU;636
2016-05-17;Mardi;Duree8h;Touriste Français;All-FIMU;228
2016-05-17;Mardi;Duree8h;Touriste Etranger;All-FIMU;21
2016-05-17;Mardi;Duree9h;Résident ;All-FIMU;636
2016-05-17;Mardi;Duree9h;Touriste Français;All-FIMU;79
2016-05-17;Mardi;Duree9h;Touriste Etranger;All-FIMU;#
2016-05-17;Mardi;Duree10h;Résident ;All-FIMU;504
2016-05-17;Mardi;Duree10h;Touriste Français;All-FIMU;67
2016-05-17;Mardi;Duree10h;Touriste Etranger;All-FIMU;#
2016-05-17;Mardi;Duree10h-18h;Résident ;All-FIMU;1726
2016-05-17;Mardi;Duree10h-18h;Touriste Français;All-FIMU;282
2016-05-17;Mardi;Duree10h-18h;Touriste Etranger;All-FIMU;98
2016-05-18;Mercredi;Duree1h;Résident ;All-FIMU;5336
2016-05-18;Mercredi;Duree1h;Touriste Français;All-FIMU;1790
2016-05-18;Mercredi;Duree1h;Touriste Etranger;All-FIMU;292
2016-05-18;Mercredi;Duree2h;Résident ;All-FIMU;2607
2016-05-18;Mercredi;Duree2h;Touriste Français;All-FIMU;1062
2016-05-18;Mercredi;Duree2h;Touriste Etranger;All-FIMU;183
2016-05-18;Mercredi;Duree3h;Résident ;All-FIMU;2647
2016-05-18;Mercredi;Duree3h;Touriste Français;All-FIMU;718
2016-05-18;Mercredi;Duree3h;Touriste Etranger;All-FIMU;200
2016-05-18;Mercredi;Duree4h;Résident ;All-FIMU;1738
2016-05-18;Mercredi;Duree4h;Touriste Français;All-FIMU;529
2016-05-18;Mercredi;Duree4h;Touriste Etranger;All-FIMU;279
2016-05-18;Mercredi;Duree5h;Résident ;All-FIMU;950
2016-05-18;Mercredi;Duree5h;Touriste Français;All-FIMU;291
2016-05-18;Mercredi;Duree5h;Touriste Etranger;All-FIMU;43
2016-05-18;Mercredi;Duree6h;Résident ;All-FIMU;1445
2016-05-18;Mercredi;Duree6h;Touriste Français;All-FIMU;481
2016-05-18;Mercredi;Duree6h;Touriste Etranger;All-FIMU;70
2016-05-18;Mercredi;Duree7h;Résident ;All-FIMU;798
2016-05-18;Mercredi;Duree7h;Touriste Français;All-FIMU;218
2016-05-18;Mercredi;Duree7h;Touriste Etranger;All-FIMU;70
2016-05-18;Mercredi;Duree8h;Résident ;All-FIMU;656
2016-05-18;Mercredi;Duree8h;Touriste Français;All-FIMU;116
2016-05-18;Mercredi;Duree8h;Touriste Etranger;All-FIMU;#
2016-05-18;Mercredi;Duree9h;Résident ;All-FIMU;475
2016-05-18;Mercredi;Duree9h;Touriste Français;All-FIMU;100
2016-05-18;Mercredi;Duree9h;Touriste Etranger;All-FIMU;25
2016-05-18;Mercredi;Duree10h;Résident ;All-FIMU;495
2016-05-18;Mercredi;Duree10h;Touriste Français;All-FIMU;86
2016-05-18;Mercredi;Duree10h;Touriste Etranger;All-FIMU;#
2016-05-18;Mercredi;Duree10h-18h;Résident ;All-FIMU;1677
2016-05-18;Mercredi;Duree10h-18h;Touriste Français;All-FIMU;236
2016-05-18;Mercredi;Duree10h-18h;Touriste Etranger;All-FIMU;93
2016-05-19;Jeudi;Duree1h;Résident ;All-FIMU;4209
2016-05-19;Jeudi;Duree1h;Touriste Français;All-FIMU;1523
2016-05-19;Jeudi;Duree1h;Touriste Etranger;All-FIMU;256
2016-05-19;Jeudi;Duree2h;Résident ;All-FIMU;2590
2016-05-19;Jeudi;Duree2h;Touriste Français;All-FIMU;766
2016-05-19;Jeudi;Duree2h;Touriste Etranger;All-FIMU;112
2016-05-19;Jeudi;Duree3h;Résident ;All-FIMU;2306
2016-05-19;Jeudi;Duree3h;Touriste Français;All-FIMU;580
2016-05-19;Jeudi;Duree3h;Touriste Etranger;All-FIMU;182
2016-05-19;Jeudi;Duree4h;Résident ;All-FIMU;1922
2016-05-19;Jeudi;Duree4h;Touriste Français;All-FIMU;747
2016-05-19;Jeudi;Duree4h;Touriste Etranger;All-FIMU;351
2016-05-19;Jeudi;Duree5h;Résident ;All-FIMU;1163
2016-05-19;Jeudi;Duree5h;Touriste Français;All-FIMU;349
2016-05-19;Jeudi;Duree5h;Touriste Etranger;All-FIMU;68
2016-05-19;Jeudi;Duree6h;Résident ;All-FIMU;1325
2016-05-19;Jeudi;Duree6h;Touriste Français;All-FIMU;423
2016-05-19;Jeudi;Duree6h;Touriste Etranger;All-FIMU;62
2016-05-19;Jeudi;Duree7h;Résident ;All-FIMU;718
2016-05-19;Jeudi;Duree7h;Touriste Français;All-FIMU;240
2016-05-19;Jeudi;Duree7h;Touriste Etranger;All-FIMU;26
2016-05-19;Jeudi;Duree8h;Résident ;All-FIMU;738
2016-05-19;Jeudi;Duree8h;Touriste Français;All-FIMU;167
2016-05-19;Jeudi;Duree8h;Touriste Etranger;All-FIMU;32
2016-05-19;Jeudi;Duree9h;Résident ;All-FIMU;556
2016-05-19;Jeudi;Duree9h;Touriste Français;All-FIMU;111
2016-05-19;Jeudi;Duree9h;Touriste Etranger;All-FIMU;#
2016-05-19;Jeudi;Duree10h;Résident ;All-FIMU;445
2016-05-19;Jeudi;Duree10h;Touriste Français;All-FIMU;63
2016-05-19;Jeudi;Duree10h;Touriste Etranger;All-FIMU;#
2016-05-19;Jeudi;Duree10h-18h;Résident ;All-FIMU;1730
2016-05-19;Jeudi;Duree10h-18h;Touriste Français;All-FIMU;278
2016-05-19;Jeudi;Duree10h-18h;Touriste Etranger;All-FIMU;78
2016-05-20;Vendredi;Duree1h;Résident ;All-FIMU;5003
2016-05-20;Vendredi;Duree1h;Touriste Français;All-FIMU;1952
2016-05-20;Vendredi;Duree1h;Touriste Etranger;All-FIMU;427
2016-05-20;Vendredi;Duree2h;Résident ;All-FIMU;2704
2016-05-20;Vendredi;Duree2h;Touriste Français;All-FIMU;1089
2016-05-20;Vendredi;Duree2h;Touriste Etranger;All-FIMU;182
2016-05-20;Vendredi;Duree3h;Résident ;All-FIMU;2836
2016-05-20;Vendredi;Duree3h;Touriste Français;All-FIMU;894
2016-05-20;Vendredi;Duree3h;Touriste Etranger;All-FIMU;223
2016-05-20;Vendredi;Duree4h;Résident ;All-FIMU;2096
2016-05-20;Vendredi;Duree4h;Touriste Français;All-FIMU;612
2016-05-20;Vendredi;Duree4h;Touriste Etranger;All-FIMU;282
2016-05-20;Vendredi;Duree5h;Résident ;All-FIMU;1144
2016-05-20;Vendredi;Duree5h;Touriste Français;All-FIMU;514
2016-05-20;Vendredi;Duree5h;Touriste Etranger;All-FIMU;50
2016-05-20;Vendredi;Duree6h;Résident ;All-FIMU;1478
2016-05-20;Vendredi;Duree6h;Touriste Français;All-FIMU;434
2016-05-20;Vendredi;Duree6h;Touriste Etranger;All-FIMU;64
2016-05-20;Vendredi;Duree7h;Résident ;All-FIMU;911
2016-05-20;Vendredi;Duree7h;Touriste Français;All-FIMU;214
2016-05-20;Vendredi;Duree7h;Touriste Etranger;All-FIMU;#
2016-05-20;Vendredi;Duree8h;Résident ;All-FIMU;668
2016-05-20;Vendredi;Duree8h;Touriste Français;All-FIMU;123
2016-05-20;Vendredi;Duree8h;Touriste Etranger;All-FIMU;31
2016-05-20;Vendredi;Duree9h;Résident ;All-FIMU;496
2016-05-20;Vendredi;Duree9h;Touriste Français;All-FIMU;75
2016-05-20;Vendredi;Duree9h;Touriste Etranger;All-FIMU;#
2016-05-20;Vendredi;Duree10h;Résident ;All-FIMU;435
2016-05-20;Vendredi;Duree10h;Touriste Français;All-FIMU;78
2016-05-20;Vendredi;Duree10h-18h;Résident ;All-FIMU;1721
2016-05-20;Vendredi;Duree10h-18h;Touriste Français;All-FIMU;217
2016-05-20;Vendredi;Duree10h-18h;Touriste Etranger;All-FIMU;87
2016-05-21;Samedi;Duree1h;Résident ;All-FIMU;3741
2016-05-21;Samedi;Duree1h;Touriste Français;All-FIMU;1302
2016-05-21;Samedi;Duree1h;Touriste Etranger;All-FIMU;354
2016-05-21;Samedi;Duree2h;Résident ;All-FIMU;2595
2016-05-21;Samedi;Duree2h;Touriste Français;All-FIMU;1066
2016-05-21;Samedi;Duree2h;Touriste Etranger;All-FIMU;159
2016-05-21;Samedi;Duree3h;Résident ;All-FIMU;2393
2016-05-21;Samedi;Duree3h;Touriste Français;All-FIMU;789
2016-05-21;Samedi;Duree3h;Touriste Etranger;All-FIMU;204
2016-05-21;Samedi;Duree4h;Résident ;All-FIMU;1399
2016-05-21;Samedi;Duree4h;Touriste Français;All-FIMU;557
2016-05-21;Samedi;Duree4h;Touriste Etranger;All-FIMU;248
2016-05-21;Samedi;Duree5h;Résident ;All-FIMU;841
2016-05-21;Samedi;Duree5h;Touriste Français;All-FIMU;221
2016-05-21;Samedi;Duree5h;Touriste Etranger;All-FIMU;53
2016-05-21;Samedi;Duree6h;Résident ;All-FIMU;932
2016-05-21;Samedi;Duree6h;Touriste Français;All-FIMU;204
2016-05-21;Samedi;Duree6h;Touriste Etranger;All-FIMU;58
2016-05-21;Samedi;Duree7h;Résident ;All-FIMU;638
2016-05-21;Samedi;Duree7h;Touriste Français;All-FIMU;184
2016-05-21;Samedi;Duree7h;Touriste Etranger;All-FIMU;35
2016-05-21;Samedi;Duree8h;Résident ;All-FIMU;466
2016-05-21;Samedi;Duree8h;Touriste Français;All-FIMU;60
2016-05-21;Samedi;Duree8h;Touriste Etranger;All-FIMU;#
2016-05-21;Samedi;Duree9h;Résident ;All-FIMU;496
2016-05-21;Samedi;Duree9h;Touriste Français;All-FIMU;123
2016-05-21;Samedi;Duree9h;Touriste Etranger;All-FIMU;24
2016-05-21;Samedi;Duree10h;Résident ;All-FIMU;415
2016-05-21;Samedi;Duree10h;Touriste Français;All-FIMU;107
2016-05-21;Samedi;Duree10h;Touriste Etranger;All-FIMU;#
2016-05-21;Samedi;Duree10h-18h;Résident ;All-FIMU;1865
2016-05-21;Samedi;Duree10h-18h;Touriste Français;All-FIMU;243
2016-05-21;Samedi;Duree10h-18h;Touriste Etranger;All-FIMU;93
2016-05-22;Dimanche;Duree1h;Résident ;All-FIMU;2131
2016-05-22;Dimanche;Duree1h;Touriste Français;All-FIMU;1082
2016-05-22;Dimanche;Duree1h;Touriste Etranger;All-FIMU;167
2016-05-22;Dimanche;Duree2h;Résident ;All-FIMU;1005
2016-05-22;Dimanche;Duree2h;Touriste Français;All-FIMU;413
2016-05-22;Dimanche;Duree2h;Touriste Etranger;All-FIMU;120
2016-05-22;Dimanche;Duree3h;Résident ;All-FIMU;1136
2016-05-22;Dimanche;Duree3h;Touriste Français;All-FIMU;474
2016-05-22;Dimanche;Duree3h;Touriste Etranger;All-FIMU;105
2016-05-22;Dimanche;Duree4h;Résident ;All-FIMU;984
2016-05-22;Dimanche;Duree4h;Touriste Français;All-FIMU;208
2016-05-22;Dimanche;Duree4h;Touriste Etranger;All-FIMU;155
2016-05-22;Dimanche;Duree5h;Résident ;All-FIMU;456
2016-05-22;Dimanche;Duree5h;Touriste Français;All-FIMU;79
2016-05-22;Dimanche;Duree5h;Touriste Etranger;All-FIMU;73
2016-05-22;Dimanche;Duree6h;Résident ;All-FIMU;609
2016-05-22;Dimanche;Duree6h;Touriste Français;All-FIMU;118
2016-05-22;Dimanche;Duree6h;Touriste Etranger;All-FIMU;71
2016-05-22;Dimanche;Duree7h;Résident ;All-FIMU;487
2016-05-22;Dimanche;Duree7h;Touriste Français;All-FIMU;82
2016-05-22;Dimanche;Duree7h;Touriste Etranger;All-FIMU;32
2016-05-22;Dimanche;Duree8h;Résident ;All-FIMU;304
2016-05-22;Dimanche;Duree8h;Touriste Français;All-FIMU;75
2016-05-22;Dimanche;Duree8h;Touriste Etranger;All-FIMU;#
2016-05-22;Dimanche;Duree9h;Résident ;All-FIMU;385
2016-05-22;Dimanche;Duree9h;Touriste Français;All-FIMU;103
2016-05-22;Dimanche;Duree9h;Touriste Etranger;All-FIMU;#
2016-05-22;Dimanche;Duree10h;Résident ;All-FIMU;395
2016-05-22;Dimanche;Duree10h;Touriste Français;All-FIMU;31
2016-05-22;Dimanche;Duree10h;Touriste Etranger;All-FIMU;#
2016-05-22;Dimanche;Duree10h-18h;Résident ;All-FIMU;2070
2016-05-22;Dimanche;Duree10h-18h;Touriste Français;All-FIMU;282
2016-05-22;Dimanche;Duree10h-18h;Touriste Etranger;All-FIMU;93
2016-05-23;Lundi;Duree1h;Résident ;All-FIMU;3994
2016-05-23;Lundi;Duree1h;Touriste Français;All-FIMU;1195
2016-05-23;Lundi;Duree1h;Touriste Etranger;All-FIMU;259
2016-05-23;Lundi;Duree2h;Résident ;All-FIMU;2174
2016-05-23;Lundi;Duree2h;Touriste Français;All-FIMU;753
2016-05-23;Lundi;Duree2h;Touriste Etranger;All-FIMU;148
2016-05-23;Lundi;Duree3h;Résident ;All-FIMU;1991
2016-05-23;Lundi;Duree3h;Touriste Français;All-FIMU;649
2016-05-23;Lundi;Duree3h;Touriste Etranger;All-FIMU;127
2016-05-23;Lundi;Duree4h;Résident ;All-FIMU;1605
2016-05-23;Lundi;Duree4h;Touriste Français;All-FIMU;421
2016-05-23;Lundi;Duree4h;Touriste Etranger;All-FIMU;244
2016-05-23;Lundi;Duree5h;Résident ;All-FIMU;975
2016-05-23;Lundi;Duree5h;Touriste Français;All-FIMU;239
2016-05-23;Lundi;Duree5h;Touriste Etranger;All-FIMU;62
2016-05-23;Lundi;Duree6h;Résident ;All-FIMU;1483
2016-05-23;Lundi;Duree6h;Touriste Français;All-FIMU;442
2016-05-23;Lundi;Duree6h;Touriste Etranger;All-FIMU;45
2016-05-23;Lundi;Duree7h;Résident ;All-FIMU;975
2016-05-23;Lundi;Duree7h;Touriste Français;All-FIMU;268
2016-05-23;Lundi;Duree7h;Touriste Etranger;All-FIMU;22
2016-05-23;Lundi;Duree8h;Résident ;All-FIMU;619
2016-05-23;Lundi;Duree8h;Touriste Français;All-FIMU;126
2016-05-23;Lundi;Duree8h;Touriste Etranger;All-FIMU;#
2016-05-23;Lundi;Duree9h;Résident ;All-FIMU;396
2016-05-23;Lundi;Duree9h;Touriste Français;All-FIMU;92
2016-05-23;Lundi;Duree9h;Touriste Etranger;All-FIMU;#
2016-05-23;Lundi;Duree10h;Résident ;All-FIMU;487
2016-05-23;Lundi;Duree10h;Touriste Français;All-FIMU;74
2016-05-23;Lundi;Duree10h;Touriste Etranger;All-FIMU;#
2016-05-23;Lundi;Duree10h-18h;Résident ;All-FIMU;1737
2016-05-23;Lundi;Duree10h-18h;Touriste Français;All-FIMU;257
2016-05-23;Lundi;Duree10h-18h;Touriste Etranger;All-FIMU;114
2016-05-24;Mardi;Duree1h;Résident ;All-FIMU;4517
2016-05-24;Mardi;Duree1h;Touriste Français;All-FIMU;1614
2016-05-24;Mardi;Duree1h;Touriste Etranger;All-FIMU;258
2016-05-24;Mardi;Duree2h;Résident ;All-FIMU;2299
2016-05-24;Mardi;Duree2h;Touriste Français;All-FIMU;795
2016-05-24;Mardi;Duree2h;Touriste Etranger;All-FIMU;144
2016-05-24;Mardi;Duree3h;Résident ;All-FIMU;2645
2016-05-24;Mardi;Duree3h;Touriste Français;All-FIMU;818
2016-05-24;Mardi;Duree3h;Touriste Etranger;All-FIMU;118
2016-05-24;Mardi;Duree4h;Résident ;All-FIMU;1902
2016-05-24;Mardi;Duree4h;Touriste Français;All-FIMU;550
2016-05-24;Mardi;Duree4h;Touriste Etranger;All-FIMU;260
2016-05-24;Mardi;Duree5h;Résident ;All-FIMU;1088
2016-05-24;Mardi;Duree5h;Touriste Français;All-FIMU;368
2016-05-24;Mardi;Duree5h;Touriste Etranger;All-FIMU;53
2016-05-24;Mardi;Duree6h;Résident ;All-FIMU;1617
2016-05-24;Mardi;Duree6h;Touriste Français;All-FIMU;464
2016-05-24;Mardi;Duree6h;Touriste Etranger;All-FIMU;53
2016-05-24;Mardi;Duree7h;Résident ;All-FIMU;1007
2016-05-24;Mardi;Duree7h;Touriste Français;All-FIMU;224
2016-05-24;Mardi;Duree7h;Touriste Etranger;All-FIMU;32
2016-05-24;Mardi;Duree8h;Résident ;All-FIMU;691
2016-05-24;Mardi;Duree8h;Touriste Français;All-FIMU;118
2016-05-24;Mardi;Duree8h;Touriste Etranger;All-FIMU;25
2016-05-24;Mardi;Duree9h;Résident ;All-FIMU;488
2016-05-24;Mardi;Duree9h;Touriste Français;All-FIMU;111
2016-05-24;Mardi;Duree9h;Touriste Etranger;All-FIMU;32
2016-05-24;Mardi;Duree10h;Résident ;All-FIMU;427
2016-05-24;Mardi;Duree10h;Touriste Français;All-FIMU;43
2016-05-24;Mardi;Duree10h;Touriste Etranger;All-FIMU;#
2016-05-24;Mardi;Duree10h-18h;Résident ;All-FIMU;1922
2016-05-24;Mardi;Duree10h-18h;Touriste Français;All-FIMU;247
2016-05-24;Mardi;Duree10h-18h;Touriste Etranger;All-FIMU;77
2016-05-25;Mercredi;Duree1h;Résident ;All-FIMU;4685
2016-05-25;Mercredi;Duree1h;Touriste Français;All-FIMU;1580
2016-05-25;Mercredi;Duree1h;Touriste Etranger;All-FIMU;238
2016-05-25;Mercredi;Duree2h;Résident ;All-FIMU;2576
2016-05-25;Mercredi;Duree2h;Touriste Français;All-FIMU;843
2016-05-25;Mercredi;Duree2h;Touriste Etranger;All-FIMU;186
2016-05-25;Mercredi;Duree3h;Résident ;All-FIMU;2678
2016-05-25;Mercredi;Duree3h;Touriste Français;All-FIMU;659
2016-05-25;Mercredi;Duree3h;Touriste Etranger;All-FIMU;150
2016-05-25;Mercredi;Duree4h;Résident ;All-FIMU;2128
2016-05-25;Mercredi;Duree4h;Touriste Français;All-FIMU;442
2016-05-25;Mercredi;Duree4h;Touriste Etranger;All-FIMU;239
2016-05-25;Mercredi;Duree5h;Résident ;All-FIMU;1201
2016-05-25;Mercredi;Duree5h;Touriste Français;All-FIMU;256
2016-05-25;Mercredi;Duree5h;Touriste Etranger;All-FIMU;56
2016-05-25;Mercredi;Duree6h;Résident ;All-FIMU;1191
2016-05-25;Mercredi;Duree6h;Touriste Français;All-FIMU;360
2016-05-25;Mercredi;Duree6h;Touriste Etranger;All-FIMU;56
2016-05-25;Mercredi;Duree7h;Résident ;All-FIMU;814
2016-05-25;Mercredi;Duree7h;Touriste Français;All-FIMU;203
2016-05-25;Mercredi;Duree7h;Touriste Etranger;All-FIMU;#
2016-05-25;Mercredi;Duree8h;Résident ;All-FIMU;550
2016-05-25;Mercredi;Duree8h;Touriste Français;All-FIMU;125
2016-05-25;Mercredi;Duree8h;Touriste Etranger;All-FIMU;32
2016-05-25;Mercredi;Duree9h;Résident ;All-FIMU;509
2016-05-25;Mercredi;Duree9h;Touriste Français;All-FIMU;103
2016-05-25;Mercredi;Duree9h;Touriste Etranger;All-FIMU;39
2016-05-25;Mercredi;Duree10h;Résident ;All-FIMU;560
2016-05-25;Mercredi;Duree10h;Touriste Français;All-FIMU;88
2016-05-25;Mercredi;Duree10h;Touriste Etranger;All-FIMU;#
2016-05-25;Mercredi;Duree10h-18h;Résident ;All-FIMU;1935
2016-05-25;Mercredi;Duree10h-18h;Touriste Français;All-FIMU;312
2016-05-25;Mercredi;Duree10h-18h;Touriste Etranger;All-FIMU;90
2016-05-26;Jeudi;Duree1h;Résident ;All-FIMU;4204
2016-05-26;Jeudi;Duree1h;Touriste Français;All-FIMU;1488
2016-05-26;Jeudi;Duree1h;Touriste Etranger;All-FIMU;319
2016-05-26;Jeudi;Duree2h;Résident ;All-FIMU;2575
2016-05-26;Jeudi;Duree2h;Touriste Français;All-FIMU;1040
2016-05-26;Jeudi;Duree2h;Touriste Etranger;All-FIMU;255
2016-05-26;Jeudi;Duree3h;Résident ;All-FIMU;2636
2016-05-26;Jeudi;Duree3h;Touriste Français;All-FIMU;754
2016-05-26;Jeudi;Duree3h;Touriste Etranger;All-FIMU;291
2016-05-26;Jeudi;Duree4h;Résident ;All-FIMU;2138
2016-05-26;Jeudi;Duree4h;Touriste Français;All-FIMU;661
2016-05-26;Jeudi;Duree4h;Touriste Etranger;All-FIMU;283
2016-05-26;Jeudi;Duree5h;Résident ;All-FIMU;1069
2016-05-26;Jeudi;Duree5h;Touriste Français;All-FIMU;249
2016-05-26;Jeudi;Duree5h;Touriste Etranger;All-FIMU;54
2016-05-26;Jeudi;Duree6h;Résident ;All-FIMU;1639
2016-05-26;Jeudi;Duree6h;Touriste Français;All-FIMU;391
2016-05-26;Jeudi;Duree6h;Touriste Etranger;All-FIMU;30
2016-05-26;Jeudi;Duree7h;Résident ;All-FIMU;834
2016-05-26;Jeudi;Duree7h;Touriste Français;All-FIMU;280
2016-05-26;Jeudi;Duree7h;Touriste Etranger;All-FIMU;54
2016-05-26;Jeudi;Duree8h;Résident ;All-FIMU;661
2016-05-26;Jeudi;Duree8h;Touriste Français;All-FIMU;125
2016-05-26;Jeudi;Duree8h;Touriste Etranger;All-FIMU;#
2016-05-26;Jeudi;Duree9h;Résident ;All-FIMU;661
2016-05-26;Jeudi;Duree9h;Touriste Français;All-FIMU;83
2016-05-26;Jeudi;Duree9h;Touriste Etranger;All-FIMU;#
2016-05-26;Jeudi;Duree10h;Résident ;All-FIMU;315
2016-05-26;Jeudi;Duree10h;Touriste Français;All-FIMU;64
2016-05-26;Jeudi;Duree10h;Touriste Etranger;All-FIMU;#
2016-05-26;Jeudi;Duree10h-18h;Résident ;All-FIMU;1924
2016-05-26;Jeudi;Duree10h-18h;Touriste Français;All-FIMU;274
2016-05-26;Jeudi;Duree10h-18h;Touriste Etranger;All-FIMU;88
2016-05-27;Vendredi;Duree1h;Résident ;All-FIMU;5328
2016-05-27;Vendredi;Duree1h;Touriste Français;All-FIMU;2205
2016-05-27;Vendredi;Duree1h;Touriste Etranger;All-FIMU;415
2016-05-27;Vendredi;Duree2h;Résident ;All-FIMU;2704
2016-05-27;Vendredi;Duree2h;Touriste Français;All-FIMU;1018
2016-05-27;Vendredi;Duree2h;Touriste Etranger;All-FIMU;257
2016-05-27;Vendredi;Duree3h;Résident ;All-FIMU;2929
2016-05-27;Vendredi;Duree3h;Touriste Français;All-FIMU;1020
2016-05-27;Vendredi;Duree3h;Touriste Etranger;All-FIMU;210
2016-05-27;Vendredi;Duree4h;Résident ;All-FIMU;2102
2016-05-27;Vendredi;Duree4h;Touriste Français;All-FIMU;596
2016-05-27;Vendredi;Duree4h;Touriste Etranger;All-FIMU;275
2016-05-27;Vendredi;Duree5h;Résident ;All-FIMU;1469
2016-05-27;Vendredi;Duree5h;Touriste Français;All-FIMU;360
2016-05-27;Vendredi;Duree5h;Touriste Etranger;All-FIMU;68
2016-05-27;Vendredi;Duree6h;Résident ;All-FIMU;1275
2016-05-27;Vendredi;Duree6h;Touriste Français;All-FIMU;453
2016-05-27;Vendredi;Duree6h;Touriste Etranger;All-FIMU;58
2016-05-27;Vendredi;Duree7h;Résident ;All-FIMU;857
2016-05-27;Vendredi;Duree7h;Touriste Français;All-FIMU;221
2016-05-27;Vendredi;Duree7h;Touriste Etranger;All-FIMU;21
2016-05-27;Vendredi;Duree8h;Résident ;All-FIMU;867
2016-05-27;Vendredi;Duree8h;Touriste Français;All-FIMU;174
2016-05-27;Vendredi;Duree8h;Touriste Etranger;All-FIMU;24
2016-05-27;Vendredi;Duree9h;Résident ;All-FIMU;510
2016-05-27;Vendredi;Duree9h;Touriste Français;All-FIMU;102
2016-05-27;Vendredi;Duree9h;Touriste Etranger;All-FIMU;24
2016-05-27;Vendredi;Duree10h;Résident ;All-FIMU;296
2016-05-27;Vendredi;Duree10h;Touriste Français;All-FIMU;46
2016-05-27;Vendredi;Duree10h;Touriste Etranger;All-FIMU;#
