Date;JourDeLaSemaine;Genre;TypeDeVisite;VisiteurUniqueSur;CategorieVisiteurs;ZoneAnalyse;Volume
2016-04-23;Samedi;H;Visiteur;8J;Touriste Français;All-FIMU;3440
2016-04-23;Samedi;H;Visiteur;9J;Résident ;All-FIMU;9559
2016-04-23;Samedi;H;Visiteur;9J;Touriste Français;All-FIMU;3440
2016-04-23;Samedi;H;Visiteur;10J;Résident ;All-FIMU;9559
2016-04-23;Samedi;H;Visiteur;10J;Touriste Français;All-FIMU;3440
2016-04-23;Samedi;H;Visiteur;11J;Résident ;All-FIMU;9559
2016-04-23;Samedi;H;Visiteur;11J;Touriste Français;All-FIMU;3440
2016-04-23;Samedi;H;Visiteur;12J;Résident ;All-FIMU;9559
2016-04-23;Samedi;H;Visiteur;12J;Touriste Français;All-FIMU;3440
2016-04-23;Samedi;H;Visiteur;13J;Résident ;All-FIMU;9559
2016-04-23;Samedi;H;Visiteur;13J;Touriste Français;All-FIMU;3440
2016-04-23;Samedi;H;Visiteur;14J;Résident ;All-FIMU;9559
2016-04-23;Samedi;H;Visiteur;14J;Touriste Français;All-FIMU;3440
2016-04-23;Samedi;NR;Visiteur;1J;Résident ;All-FIMU;275
2016-04-23;Samedi;NR;Visiteur;1J;Touriste Français;All-FIMU;28
2016-04-23;Samedi;NR;Visiteur;2J;Résident ;All-FIMU;471
2016-04-23;Samedi;NR;Visiteur;2J;Touriste Français;All-FIMU;118
2016-04-23;Samedi;NR;Visiteur;3J;Résident ;All-FIMU;618
2016-04-23;Samedi;NR;Visiteur;3J;Touriste Français;All-FIMU;165
2016-04-23;Samedi;NR;Visiteur;4J;Résident ;All-FIMU;618
2016-04-23;Samedi;NR;Visiteur;4J;Touriste Français;All-FIMU;165
2016-04-23;Samedi;NR;Visiteur;5J;Résident ;All-FIMU;618
2016-04-23;Samedi;NR;Visiteur;5J;Touriste Français;All-FIMU;165
2016-04-23;Samedi;NR;Visiteur;6J;Résident ;All-FIMU;618
2016-04-23;Samedi;NR;Visiteur;6J;Touriste Français;All-FIMU;165
2016-04-23;Samedi;NR;Visiteur;7J;Résident ;All-FIMU;618
2016-04-23;Samedi;NR;Visiteur;7J;Touriste Français;All-FIMU;165
2016-04-23;Samedi;NR;Visiteur;8J;Résident ;All-FIMU;618
2016-04-23;Samedi;NR;Visiteur;8J;Touriste Français;All-FIMU;165
2016-04-23;Samedi;NR;Visiteur;9J;Résident ;All-FIMU;618
2016-04-23;Samedi;NR;Visiteur;9J;Touriste Français;All-FIMU;165
2016-04-23;Samedi;NR;Visiteur;10J;Résident ;All-FIMU;618
2016-04-23;Samedi;NR;Visiteur;10J;Touriste Français;All-FIMU;165
2016-04-23;Samedi;NR;Visiteur;11J;Résident ;All-FIMU;618
2016-04-23;Samedi;NR;Visiteur;11J;Touriste Français;All-FIMU;165
2016-04-23;Samedi;NR;Visiteur;12J;Résident ;All-FIMU;618
2016-04-23;Samedi;NR;Visiteur;12J;Touriste Français;All-FIMU;165
2016-04-23;Samedi;NR;Visiteur;13J;Résident ;All-FIMU;618
2016-04-23;Samedi;NR;Visiteur;13J;Touriste Français;All-FIMU;165
2016-04-23;Samedi;NR;Visiteur;14J;Résident ;All-FIMU;618
2016-04-23;Samedi;NR;Visiteur;14J;Touriste Français;All-FIMU;165
2016-04-24;Dimanche;CUMUL;Visiteur;1J;Résident ;All-FIMU;8054
2016-04-24;Dimanche;CUMUL;Visiteur;1J;Touriste Français;All-FIMU;2015
2016-04-24;Dimanche;CUMUL;Visiteur;2J;Résident ;All-FIMU;12520
2016-04-24;Dimanche;CUMUL;Visiteur;2J;Touriste Français;All-FIMU;4005
2016-04-24;Dimanche;CUMUL;Visiteur;3J;Résident ;All-FIMU;18421
2016-04-24;Dimanche;CUMUL;Visiteur;3J;Touriste Français;All-FIMU;6184
2016-04-24;Dimanche;CUMUL;Visiteur;4J;Résident ;All-FIMU;21983
2016-04-24;Dimanche;CUMUL;Visiteur;4J;Touriste Français;All-FIMU;7936
2016-04-24;Dimanche;CUMUL;Visiteur;5J;Résident ;All-FIMU;21983
2016-04-24;Dimanche;CUMUL;Visiteur;5J;Touriste Français;All-FIMU;7936
2016-04-24;Dimanche;CUMUL;Visiteur;6J;Résident ;All-FIMU;21983
2016-04-24;Dimanche;CUMUL;Visiteur;6J;Touriste Français;All-FIMU;7936
2016-04-24;Dimanche;CUMUL;Visiteur;7J;Résident ;All-FIMU;21983
2016-04-24;Dimanche;CUMUL;Visiteur;7J;Touriste Français;All-FIMU;7936
2016-04-24;Dimanche;CUMUL;Visiteur;8J;Résident ;All-FIMU;21983
2016-04-24;Dimanche;CUMUL;Visiteur;8J;Touriste Français;All-FIMU;7936
2016-04-24;Dimanche;CUMUL;Visiteur;9J;Résident ;All-FIMU;21983
2016-04-24;Dimanche;CUMUL;Visiteur;9J;Touriste Français;All-FIMU;7936
2016-04-24;Dimanche;CUMUL;Visiteur;10J;Résident ;All-FIMU;21983
2016-04-24;Dimanche;CUMUL;Visiteur;10J;Touriste Français;All-FIMU;7936
2016-04-24;Dimanche;CUMUL;Visiteur;11J;Résident ;All-FIMU;21983
2016-04-24;Dimanche;CUMUL;Visiteur;11J;Touriste Français;All-FIMU;7936
2016-04-24;Dimanche;CUMUL;Visiteur;12J;Résident ;All-FIMU;21983
2016-04-24;Dimanche;CUMUL;Visiteur;12J;Touriste Français;All-FIMU;7936
2016-04-24;Dimanche;CUMUL;Visiteur;13J;Résident ;All-FIMU;21983
2016-04-24;Dimanche;CUMUL;Visiteur;13J;Touriste Français;All-FIMU;7936
2016-04-24;Dimanche;CUMUL;Visiteur;14J;Résident ;All-FIMU;21983
2016-04-24;Dimanche;CUMUL;Visiteur;14J;Touriste Français;All-FIMU;7936
2016-04-24;Dimanche;F;Visiteur;1J;Résident ;All-FIMU;4160
2016-04-24;Dimanche;F;Visiteur;1J;Touriste Français;All-FIMU;851
2016-04-24;Dimanche;F;Visiteur;2J;Résident ;All-FIMU;6393
2016-04-24;Dimanche;F;Visiteur;2J;Touriste Français;All-FIMU;1872
2016-04-24;Dimanche;F;Visiteur;3J;Résident ;All-FIMU;9324
2016-04-24;Dimanche;F;Visiteur;3J;Touriste Français;All-FIMU;2855
2016-04-24;Dimanche;F;Visiteur;4J;Résident ;All-FIMU;11026
2016-04-24;Dimanche;F;Visiteur;4J;Touriste Français;All-FIMU;3708
2016-04-24;Dimanche;F;Visiteur;5J;Résident ;All-FIMU;11026
2016-04-24;Dimanche;F;Visiteur;5J;Touriste Français;All-FIMU;3708
2016-04-24;Dimanche;F;Visiteur;6J;Résident ;All-FIMU;11026
2016-04-24;Dimanche;F;Visiteur;6J;Touriste Français;All-FIMU;3708
2016-04-24;Dimanche;F;Visiteur;7J;Résident ;All-FIMU;11026
2016-04-24;Dimanche;F;Visiteur;7J;Touriste Français;All-FIMU;3708
2016-04-24;Dimanche;F;Visiteur;8J;Résident ;All-FIMU;11026
2016-04-24;Dimanche;F;Visiteur;8J;Touriste Français;All-FIMU;3708
2016-04-24;Dimanche;F;Visiteur;9J;Résident ;All-FIMU;11026
2016-04-24;Dimanche;F;Visiteur;9J;Touriste Français;All-FIMU;3708
2016-04-24;Dimanche;F;Visiteur;10J;Résident ;All-FIMU;11026
2016-04-24;Dimanche;F;Visiteur;10J;Touriste Français;All-FIMU;3708
2016-04-24;Dimanche;F;Visiteur;11J;Résident ;All-FIMU;11026
2016-04-24;Dimanche;F;Visiteur;11J;Touriste Français;All-FIMU;3708
2016-04-24;Dimanche;F;Visiteur;12J;Résident ;All-FIMU;11026
2016-04-24;Dimanche;F;Visiteur;12J;Touriste Français;All-FIMU;3708
2016-04-24;Dimanche;F;Visiteur;13J;Résident ;All-FIMU;11026
2016-04-24;Dimanche;F;Visiteur;13J;Touriste Français;All-FIMU;3708
2016-04-24;Dimanche;F;Visiteur;14J;Résident ;All-FIMU;11026
2016-04-24;Dimanche;F;Visiteur;14J;Touriste Français;All-FIMU;3708
2016-04-24;Dimanche;H;Visiteur;1J;Résident ;All-FIMU;3698
2016-04-24;Dimanche;H;Visiteur;1J;Touriste Français;All-FIMU;1114
2016-04-24;Dimanche;H;Visiteur;2J;Résident ;All-FIMU;5832
2016-04-24;Dimanche;H;Visiteur;2J;Touriste Français;All-FIMU;2063
2016-04-24;Dimanche;H;Visiteur;3J;Résident ;All-FIMU;8616
2016-04-24;Dimanche;H;Visiteur;3J;Touriste Français;All-FIMU;3176
2016-04-24;Dimanche;H;Visiteur;4J;Résident ;All-FIMU;10328
2016-04-24;Dimanche;H;Visiteur;4J;Touriste Français;All-FIMU;4027
2016-04-24;Dimanche;H;Visiteur;5J;Résident ;All-FIMU;10328
2016-04-24;Dimanche;H;Visiteur;5J;Touriste Français;All-FIMU;4027
2016-04-24;Dimanche;H;Visiteur;6J;Résident ;All-FIMU;10328
2016-04-24;Dimanche;H;Visiteur;6J;Touriste Français;All-FIMU;4027
2016-04-24;Dimanche;H;Visiteur;7J;Résident ;All-FIMU;10328
2016-04-24;Dimanche;H;Visiteur;7J;Touriste Français;All-FIMU;4027
2016-04-24;Dimanche;H;Visiteur;8J;Résident ;All-FIMU;10328
2016-04-24;Dimanche;H;Visiteur;8J;Touriste Français;All-FIMU;4027
2016-04-24;Dimanche;H;Visiteur;9J;Résident ;All-FIMU;10328
2016-04-24;Dimanche;H;Visiteur;9J;Touriste Français;All-FIMU;4027
2016-04-24;Dimanche;H;Visiteur;10J;Résident ;All-FIMU;10328
2016-04-24;Dimanche;H;Visiteur;10J;Touriste Français;All-FIMU;4027
2016-04-24;Dimanche;H;Visiteur;11J;Résident ;All-FIMU;10328
2016-04-24;Dimanche;H;Visiteur;11J;Touriste Français;All-FIMU;4027
2016-04-24;Dimanche;H;Visiteur;12J;Résident ;All-FIMU;10328
2016-04-24;Dimanche;H;Visiteur;12J;Touriste Français;All-FIMU;4027
2016-04-24;Dimanche;H;Visiteur;13J;Résident ;All-FIMU;10328
2016-04-24;Dimanche;H;Visiteur;13J;Touriste Français;All-FIMU;4027
2016-04-24;Dimanche;H;Visiteur;14J;Résident ;All-FIMU;10328
2016-04-24;Dimanche;H;Visiteur;14J;Touriste Français;All-FIMU;4027
2016-04-24;Dimanche;NR;Visiteur;1J;Résident ;All-FIMU;196
2016-04-24;Dimanche;NR;Visiteur;1J;Touriste Français;All-FIMU;50
2016-04-24;Dimanche;NR;Visiteur;2J;Résident ;All-FIMU;295
2016-04-24;Dimanche;NR;Visiteur;2J;Touriste Français;All-FIMU;70
2016-04-24;Dimanche;NR;Visiteur;3J;Résident ;All-FIMU;481
2016-04-24;Dimanche;NR;Visiteur;3J;Touriste Français;All-FIMU;153
2016-04-24;Dimanche;NR;Visiteur;4J;Résident ;All-FIMU;629
2016-04-24;Dimanche;NR;Visiteur;4J;Touriste Français;All-FIMU;201
2016-04-24;Dimanche;NR;Visiteur;5J;Résident ;All-FIMU;629
2016-04-24;Dimanche;NR;Visiteur;5J;Touriste Français;All-FIMU;201
2016-04-24;Dimanche;NR;Visiteur;6J;Résident ;All-FIMU;629
2016-04-24;Dimanche;NR;Visiteur;6J;Touriste Français;All-FIMU;201
2016-04-24;Dimanche;NR;Visiteur;7J;Résident ;All-FIMU;629
2016-04-24;Dimanche;NR;Visiteur;7J;Touriste Français;All-FIMU;201
2016-04-24;Dimanche;NR;Visiteur;8J;Résident ;All-FIMU;629
2016-04-24;Dimanche;NR;Visiteur;8J;Touriste Français;All-FIMU;201
2016-04-24;Dimanche;NR;Visiteur;9J;Résident ;All-FIMU;629
2016-04-24;Dimanche;NR;Visiteur;9J;Touriste Français;All-FIMU;201
2016-04-24;Dimanche;NR;Visiteur;10J;Résident ;All-FIMU;629
2016-04-24;Dimanche;NR;Visiteur;10J;Touriste Français;All-FIMU;201
2016-04-24;Dimanche;NR;Visiteur;11J;Résident ;All-FIMU;629
2016-04-24;Dimanche;NR;Visiteur;11J;Touriste Français;All-FIMU;201
2016-04-24;Dimanche;NR;Visiteur;12J;Résident ;All-FIMU;629
2016-04-24;Dimanche;NR;Visiteur;12J;Touriste Français;All-FIMU;201
2016-04-24;Dimanche;NR;Visiteur;13J;Résident ;All-FIMU;629
2016-04-24;Dimanche;NR;Visiteur;13J;Touriste Français;All-FIMU;201
2016-04-24;Dimanche;NR;Visiteur;14J;Résident ;All-FIMU;629
2016-04-24;Dimanche;NR;Visiteur;14J;Touriste Français;All-FIMU;201
